Id,FkProfileId,Name,HoldingType,Amount,Percentage,IdField 
456972,317,Masyarakat,Kurang dari 5%,2.171.896.355,18.36,331
456973,317,Saham Treasury,Saham Treasury,0,0,331
456981,318,Yulius Leonardo,Direksi,184.000,0.0149,333
456975,318,PT Wahana Sentosa Cemerlang,Lebih dari 5%,736.363.152,60,333
456976,318,PT WAHANA BATUBARA INDONESIA,Lebih dari 5%,368.181.600,30,333
456977,318,Masyarakat,Kurang dari 5%,122.727.200,10,333
456978,318,Saham Treasury,Saham Treasury,0,0,333
456979,318,Ir Syadaruddin,Direksi,2.000,0.0002,333
456980,318,Khoirudin,Direksi,3.408.100,0.2777,333
456985,739,Winato Kartono,Lebih dari 5%,6.796.280.000,6.29,1319
456986,739,Masyarakat,Kurang dari 5%,27.401.466.800,25.37,1319
456987,739,Saham Treasury,Saham Treasury,0,0,1319
456988,739,Winato Kartono,Komisaris,6.796.280.000,6.29,1319
456982,739,PT Merdeka Energi Nusantara,Lebih dari 5%,53.681.423.100,49.71,1319
456983,739,Garibaldi Thohir,Lebih dari 5%,11.967.190.000,11.08,1319
456984,739,Huayong International (Hong Kong) Limited,Lebih dari 5%,8.149.060.000,7.55,1319
456993,319,Andre,Komisaris,250.200,0.0143,334
456989,319,PT GALLEY ADHIKA ARNAWAMA,Lebih dari 5%,1.443.766.800,82.5,334
456990,319,Suwantara Gotama,Lebih dari 5%,94.285.500,5.388,334
456991,319,Masyarakat,Kurang dari 5%,211.974.339,12.112,334
456992,319,Saham Treasury,Saham Treasury,0,0,334
457000,320,Bryan David Emil,Direksi,422.000,0.04,335
456994,320,PT MARTHANA MEGAHAYU INTI,Lebih dari 5%,714.999.990,66.82,335
456995,320,Masyarakat,Kurang dari 5%,345.071.500,32.25,335
456996,320,PT MARTHANA MEGAHAYU,Kurang dari 5%,4.775.005,0.45,335
456997,320,PT BRINGIN WULANKI AYU,Kurang dari 5%,5.153.505,0.48,335
456998,320,Saham Treasury,Saham Treasury,0,0,335
456999,320,Kilala Tilaar,Direksi,67.500,0.01,335
457012,581,Suryandy Jahja,Direksi,10.554.000,1.21,997
457013,581,DIAZ FM HENDROPRIYONO,Komisaris,173.000,0.02,997
457001,581,PT 1 Inti Dot Com,Lebih dari 5%,101.492.600,11.69,997
457002,581,PT Hero Intiputra,Lebih dari 5%,55.800.500,6.43,997
457003,581,Martin Suharlie,Lebih dari 5%,68.722.200,7.92,997
457004,581,PT Kresna Graha Investama Tbk,Lebih dari 5%,72.313.900,8.33,997
457005,581,Bank Of Singapore Limited,Lebih dari 5%,63.471.000,7.31,997
457006,581,PT Karya Karunia Persada,Lebih dari 5%,44.160.600,5.09,997
457007,581,Abell Technology Global PTE. LTD.,Lebih dari 5%,98.902.300,11.4,997
457008,581,Masyarakat,Kurang dari 5%,363.070.200,41.83,997
457009,581,Saham Treasury,Saham Treasury,0,0,997
457010,581,Martin Suharlie,Direksi,68.722.200,7.92,997
457011,581,Rachel Stephanie Marsaulina Siagian,Direksi,17.500,0.002,997
457022,666,Eddy Sugianto,Komisaris,3.965.000,0.1115,1203
457014,666,PT Edika Agung Mandiri,Lebih dari 5%,2.176.000.000,61.2,1203
457015,666,PT Prima Andalan Utama,Lebih dari 5%,992.000.000,27.9,1203
457016,666,Masyarakat,Kurang dari 5%,355.560.000,10,1203
457017,666,Handy Glivirgo,Kurang dari 5%,32.000.000,0.9,1203
457018,666,Saham Treasury,Saham Treasury,0,0,1203
457019,666,Handy Glivirgo,Direksi,36.400.000,1.0237,1203
457020,666,Erita Kasih Tjia,Direksi,5.929.000,0.1667,1203
457021,666,Diah Asriningpuri Sugianto,Komisaris,14.894.800,0.4189,1203
457033,321,Zhu Yong,Direksi,333.636,0,336
457023,321,CHINA CONSTRUCTION BANK CORPORATION,Lebih dari 5%,22.751.563.707,60,336
457024,321,UOB KAY HIAN PTE LTD,Lebih dari 5%,3.112.882.656,8.21,336
457025,321,DRS. JOHNNY,Lebih dari 5%,2.613.613.705,6.89,336
457026,321,MASYARAKAT,Kurang dari 5%,9.441.670.446,24.9,336
457027,321,Saham Treasury,Saham Treasury,0,0,336
457028,321,You Wennan,Direksi,667.964,0,336
457029,321,Agresius R. Kadiaman,Direksi,764.687,0,336
457030,321,Setiawati Samahita,Direksi,1.375.095,0,336
457031,321,Junianto,Direksi,639.708,0,336
457032,321,Chandra N T Siagian,Direksi,582.310,0,336
457039,322,OTIS HAHYARI,Komisaris,3.333.400,0.01,337
457034,322,PT Visi Media Asia Tbk.,Lebih dari 5%,35.293.863.400,89.99,337
457035,322,Publik,Kurang dari 5%,3.921.675.000,10.01,337
457036,322,Saham Treasury,Saham Treasury,0,0,337
457037,322,Ahmad Zulfikar Said,Direksi,125.000,0.0003,337
457038,322,ARHYA WINASTU SATYAGRAHA,Direksi,110.000,0.0003,337
457045,323,Masyarakat,Kurang dari 5%,12.387.360.862,51.376,338
457046,323,Saham Treasury,Saham Treasury,66.194.700,0.275,338
457047,323,Gavin Arnold Caudle,Direksi,80.066.431,0.332,338
457048,323,Hardi Wijaya Liong,Direksi,69.596.728,0.289,338
457049,323,Andrew Phillip Starkey,Direksi,527.000,0.002,338
457050,323,Albert Saputro,Direksi,355.600,0.001,338
457051,323,Titien Supeno,Direksi,492.400,0.002,338
457040,323,PT Mitra Daya Mustika,Lebih dari 5%,2.907.302.421,12.058,338
457041,323,Garibaldi Thohir,Lebih dari 5%,1.774.021.214,7.358,338
457042,323,PT Suwarna Arta Mandiri,Lebih dari 5%,1.347.254.738,5.588,338
457043,323,PT Saratoga Investama Sedaya Tbk,Lebih dari 5%,4.423.174.297,18.345,338
457044,323,"Hongkong Brunp & Catl Co., Limited",Lebih dari 5%,1.205.542.539,5,338
457064,582,PT Megah Cipta Investama,Kurang dari 5%,65.625.000,2.6,991
457065,582,Saham Treasury,Saham Treasury,0,0,991
457066,582,Vincent Secapramana,Direksi,1.125.001,0.1,991
457067,582,Irawan Hernadi Sadikin,Komisaris,16.125.000,0.6,991
457068,582,Vivian Setjakusuma,Direksi,131.250.000,5.2,991
457052,582,PT Emde Industri Investama,Lebih dari 5%,1.646.561.600,65.1,991
457053,582,Vivian Setjakusuma,Lebih dari 5%,131.250.000,5.2,991
457054,582,Benyamin Irwansyah Sadikin,Kurang dari 5%,16.125.000,0.6,991
457055,582,Boy Bernadi Sadikin,Kurang dari 5%,16.125.000,0.6,991
457056,582,Eddy Trisnadi Sadikin,Kurang dari 5%,16.125.000,0.6,991
457057,582,Irawan Hernadi Sadikin,Kurang dari 5%,16.125.000,0.6,991
457058,582,Masyarakat,Kurang dari 5%,358.588.401,14.2,991
457059,582,Soekrisman,Kurang dari 5%,65.625.000,2.6,991
457060,582,Vincent Secapramana,Kurang dari 5%,1.125.001,0.1,991
457061,582,PT Ciputra Corpora,Kurang dari 5%,65.625.000,2.6,991
457062,582,PT Budimulia Investama,Kurang dari 5%,65.625.000,2.6,991
457063,582,PT Dwitunggal Permata,Kurang dari 5%,65.625.000,2.6,991
457076,324,-,Direksi,0,0,339
457069,324,"PANIN SEKURITAS, PT",Lebih dari 5%,1.371.220.768,10.94,339
457070,324,CGS-CIMB SECURITIES (SINGAPORE) PTE LTD A/C CLIENT - WOODSIDE GLOBAL VENTURES INC,Lebih dari 5%,825.600.100,6.59,339
457071,324,PT HONORIS CORPORINDO PRATAMA,Lebih dari 5%,2.013.880.226,16.07,339
457072,324,HAIYANTO,Lebih dari 5%,1.169.474.500,9.33,339
457073,324,CRED SU AG SG TRUST A/C CL AA LAND PTE.LTD.-2023904170,Lebih dari 5%,932.515.721,7.44,339
457074,324,Masyarakat,Kurang dari 5%,5.634.625.107,44.96,339
457075,324,Saham Treasury,Saham Treasury,585.750.900,4.67,339
457083,325,SUNGKONO HONORIS,Direksi,2.689.080.200,35.23,340
457077,325,BUKIT HEDAMA PERMAI,Lebih dari 5%,1.608.446.427,21.07,340
457078,325,CIMBGNT SA CIMBPE,Lebih dari 5%,473.640.818,6.21,340
457079,325,CS AG SG ASIALINK ELECTRONICS,Lebih dari 5%,602.931.700,7.9,340
457080,325,SUNGKONO HONORIS,Lebih dari 5%,2.689.080.200,35.23,340
457081,325,Masyarakat,Kurang dari 5%,2.258.068.653,29.59,340
457082,325,Saham Treasury,Saham Treasury,0,0,340
457095,326,Hilmi Panigoro,Direksi,24.818.273,0.0987,341
457084,326,PT MEDCO DAYA ABADI LESTARI,Lebih dari 5%,12.944.140.124,51.5,341
457085,326,DIAMOND BRIDGE PTE. LTD,Lebih dari 5%,5.395.205.771,21.46,341
457086,326,Masyarakat,Kurang dari 5%,6.711.137.102,26.7,341
457087,326,Saham Treasury,Saham Treasury,85.748.255,0.34,341
457088,326,Roberto Lorato,Direksi,134.952.620,0.5369,341
457089,326,Ronald Gunawan,Direksi,58.930.622,0.2344,341
457090,326,Amri Siahaan,Direksi,40.007.799,0.1592,341
457091,326,Anthony R. Mathias,Direksi,9.501.592,0.0378,341
457092,326,Marsillam Simandjuntak,Komisaris,0,0,341
457093,326,Yani Y. Panigoro,Komisaris,8.356.306,8356306,341
457094,326,Yaser Raimi A.Panigoro,Komisaris,783.873,0.0031,341
457105,675,Franciscus Rijadi,Komisaris,437.500.000,28,1255
457106,675,A. Padmono Budi Sanyoto,Direksi,62.500.000,4,1255
457107,675,"Fancy Marsiana, S.H. ",Direksi,62.500.000,4,1255
457108,675,Herry,Direksi,1.716.100,0.11,1255
457096,675,Jemmy Kurniawan,Lebih dari 5%,562.500.000,36,1255
457097,675,Franciscus Rijadi,Lebih dari 5%,437.500.000,28,1255
457098,675,Engel Stefan ,Kurang dari 5%,62.500.000,4,1255
457099,675,Alexander ,Kurang dari 5%,62.500.000,4,1255
457100,675,A. Padmono Budi Sanyoto,Kurang dari 5%,62.500.000,4,1255
457101,675,"Fancy Marsiana, S.H. ",Kurang dari 5%,62.500.000,4,1255
457102,675,Masyarakat,Kurang dari 5%,312.500.000,20,1255
457103,675,Saham Treasury,Saham Treasury,0,0,1255
457104,675,Jemmy Kurniawan,Komisaris,562.500.000,36,1255
457112,327,-,Direksi,0,0,342
457109,327,PT. Mega Corpora,Lebih dari 5%,6.812.223.614,58.02,342
457110,327,Publik,Kurang dari 5%,4.928.699.751,41.98,342
457111,327,Saham Treasury,Saham Treasury,0,0,342
457120,738,Dr. Ir. Agus Mulyanto,Komisaris,150.570.000,10.5,1318
457113,738,"Michael Halim Mulyanto, BSC, MBA",Lebih dari 5%,552.090.000,38.5,1318
457114,738,Edrick Pramana,Lebih dari 5%,301.140.000,21,1318
457115,738,Dr. Ir. Agus Mulyanto,Lebih dari 5%,150.570.000,10.5,1318
457116,738,Masyarakat,Kurang dari 5%,430.200.000,30,1318
457117,738,Saham Treasury,Saham Treasury,0,0,1318
457118,738,"Michael Halim Mulyanto, BSC, MBA",Direksi,552.090.000,38.5,1318
457119,738,Edrick Pramana,Direksi,301.140.000,21,1318
457125,328,0,Komisaris,0,0,343
457121,328,Emedia Export Company mbH,Lebih dari 5%,56.711.920,13,343
457122,328,Merck Holding GmbH,Lebih dari 5%,331.483.000,74,343
457123,328,Masyarakat,Kurang dari 5%,59.805.080,13,343
457124,328,Saham Treasury,Saham Treasury,0,0,343
457141,329,Farid Harianto,Komisaris,0,0,344
457126,329,"Indonesia Infrastructure Finance, PT",Lebih dari 5%,1.771.071.131,10,344
457127,329,"Metro Pacific Tollways Indonesia, PT",Lebih dari 5%,13.220.263.850,74.65,344
457128,329,Masyarakat,Kurang dari 5%,2.333.918.213,13.17,344
457129,329,Saham Treasury,Saham Treasury,385.455.000,2.18,344
457130,329,M. Ramdani Basri,Direksi,184.579,0,344
457131,329,Omar Danni Hasan,Direksi,0,0,344
457132,329,Ridwan Abdul Chalif Irawan,Direksi,0,0,344
457133,329,Benny Setiawan Santoso,Direksi,0,0,344
457134,329,Denn Charly Gonzalez Espanola,Direksi,0,0,344
457135,329,Amadeo Navalta Bejec,Direksi,0,0,344
457136,329,Christopher Daniel Cabrera Lizo,Direksi,0,0,344
457137,329, Francis Emanuel Dalupan Rojas,Direksi,0,0,344
457138,329,Manuel Velez Pangilinan,Komisaris,0,0,344
457139,329,Rodrigo Emanuel Franco ,Komisaris,0,0,344
457140,329,Johny J. Lumintang  ,Komisaris,0,0,344
457146,330,Alex Hendrawan,Komisaris,134.000.000,5.05,345
457142,330,Alex Hendrawan,Lebih dari 5%,134.000.000,5.05,345
457143,330,PT Jayamandiri Gemasejati,Lebih dari 5%,1.866.000.000,70.42,345
457144,330,Masyarakat,Kurang dari 5%,650.000.000,24.53,345
457145,330,Saham Treasury,Saham Treasury,0,0,345
457151,331,-,Komisaris,0,0,346
457147,331,IRON MOUNTAIN HONG KONG LIMITED,Lebih dari 5%,752.632.700,99.35,346
457148,331,Masyarakat,Kurang dari 5%,4.948.300,0.65,346
457149,331,Saham Treasury,Saham Treasury,0,0,346
457150,331,-,Direksi,0,0,346
457160,1794,Stephen Sardjono,Direksi,0,0,1189
457152,1794,PT Trijaya Wisesa Makmur,Lebih dari 5%,1.499.999.500,78.74,1189
457153,1794,Masyarakat,Kurang dari 5%,404.883.911,21.26,1189
457154,1794,Saham Treasury,Saham Treasury,0,0,1189
457155,1794,Dennis Rahardja,Direksi,36.670.100,1.93,1189
457156,1794,Kevin Rahardja,Komisaris,64.204.600,3.37,1189
457157,1794,Sri Rahayu,Komisaris,83.200.000,4.37,1189
457158,1794,Lely Iskandar,Komisaris,0,0,1189
457159,1794,Andry Mulyono,Direksi,15.000.000,0.79,1189
457168,332,Agus Darmawan,Direksi,0,0,347
457161,332,Nobhill Capital Corp,Lebih dari 5%,180.000.000,5.278,347
457162,332,"Bhuwanatala Indah Permai, Tbk",Lebih dari 5%,2.394.283.423,70.204,347
457163,332,Masyarakat,Kurang dari 5%,836.191.936,24.518,347
457164,332,Saham Treasury,Saham Treasury,0,0,347
457165,332,Andi Budhi Witjaksono,Direksi,0,0,347
457166,332,Marcia Maria Tri Martini,Komisaris,0,0,347
457167,332,Ridwan,Komisaris,0,0,347
457178,583,Bp. Usman Sarsi,Direksi,6.985.400,0.1965,1034
457169,583,PT Mahkota Global Investama,Lebih dari 5%,1.991.490.100,56.0281,1034
457170,583,MGI International Holdings Ltd,Lebih dari 5%,810.000.000,22.7884,1034
457171,583,Masyarakat,Kurang dari 5%,723.799.700,20.3632,1034
457172,583,Saham Treasury,Saham Treasury,29.155.900,0.8203,1034
457173,583,Ny. Mily,Komisaris,7.245.400,0.2038,1034
457174,583,Bp. Nagian Toni,Direksi,1.500.000,0.0422,1034
457175,583,Ny. Lily,Komisaris,7.166.500,0.2016,1034
457176,583,Bp. Usli,Direksi,4.403.300,0.1239,1034
457177,583,Bp. Fuad Halimoen,Direksi,4.088.200,0.115,1034
457186,333,Hendro Wibowo,Direksi,113.000,0.02,348
457179,333,PT Buana Graha Utama,Lebih dari 5%,272.238.218,45.37,348
457180,333,Sukarto Bujung,Lebih dari 5%,67.621.100,11.27,348
457181,333,PT Hoki Investasi Sejati,Lebih dari 5%,36.041.400,6.01,348
457182,333,Masyarakat,Kurang dari 5%,216.003.282,36,348
457183,333,Saham Treasury,Saham Treasury,8.096.000,1.35,348
457184,333,Anthony Honoris,Direksi,1.321.500,0.22,348
457185,333,Budiman Gitaloka,Direksi,806.600,0.13,348
457192,334,ENDANG MAWARTI,Direksi,6.000.000,0.02,349
457187,334,"Sumber Alfaria Trijaya, Tbk PT",Lebih dari 5%,25.775.473.000,89.43,349
457188,334,Lain-lain (Publik),Kurang dari 5%,3.048.057.000,10.57,349
457189,334,Saham Treasury,Saham Treasury,0,0,349
457190,334,RULLYANTO,Direksi,122.500.000,0.42,349
457191,334,MARIA THERESIA VELINA YULIANTI,Direksi,65.000.000,0.23,349
457197,335,"Jozef Darmawan Angkasa, MBA, MSc",Komisaris,978.000,0.01,350
457193,335,PT Griyainsani Cakrasadaya,Lebih dari 5%,8.852.884.200,62.14,350
457194,335,Masyarakat,Kurang dari 5%,5.054.597.300,35.48,350
457195,335,Saham Treasury,Saham Treasury,338.868.000,2.38,350
457196,335,"Ir. Rustiyan Oen, MBA",Direksi,9.147.700,0.06,350
457204,584,Edy Suwarno,Komisaris,361.264.300,5.5,973
457198,584,Edy Suwarno,Lebih dari 5%,361.264.300,5.5,973
457199,584,PT. Basis Utama Prima,Lebih dari 5%,3.000.000.000,45.71,973
457200,584,Masyarakat,Kurang dari 5%,2.826.235.700,43.08,973
457201,584,Hapsoro,Kurang dari 5%,131.250.000,2,973
457202,584,Syahrial Amir,Kurang dari 5%,243.750.000,3.71,973
457203,584,Saham Treasury,Saham Treasury,0,0,973
457210,336,BENI PRANANTO,Komisaris,350.000,0.01,351
457205,336,"Intikencana Pranajati,PT",Lebih dari 5%,462.105.014,11.67,351
457206,336,Mitra Murni Expressindo,Lebih dari 5%,229.491.667,5.79,351
457207,336,BNP Paribas Singapore - Wealth Management ,Lebih dari 5%,759.375.000,19.17,351
457208,336,Masyarakat,Kurang dari 5%,2.510.480.358,63.37,351
457209,336,Saham Treasury,Saham Treasury,0,0,351
457221,337,Andreas Tjahjadi,Direksi,195.036.416,5.5,352
457211,337,PT Prime Asia Capital,Lebih dari 5%,1.693.367.137,47.83,352
457212,337,Andreas Tjahjadi,Lebih dari 5%,195.036.416,5.5,352
457213,337,PT Inti Bina Utama,Lebih dari 5%,1.129.824.572,31.91,352
457214,337,Masyarakat,Kurang dari 5%,522.507.378,14.76,352
457215,337,Saham Treasury,Saham Treasury,0,0,352
457216,337,Ignatius Edy Suhardaya,Direksi,0,0,352
457217,337,Ir. Bambang Ediyanto,Direksi,12.500.000,0.35,352
457218,337,Leonard Tanubrata,Komisaris,0,0,352
457219,337,Mohamad Indra Permana,Komisaris,15.000.000,0.42,352
457220,337,Ir. Maruli Gultom,Komisaris,0,0,352
457231,338,Redi Sopyadi,Direksi,0,0,826
457222,338,Monjess Investama PT,Lebih dari 5%,2.454.101.662,44.62,826
457223,338,PT Sun International Capital,Lebih dari 5%,343.750.300,6.25,826
457224,338,KPD SIMAS EQUITY FUND 2,Lebih dari 5%,275.587.200,5.011,826
457225,338,PT ANUGERAH CAKRAWALA ABADI,Lebih dari 5%,279.151.455,5.075,826
457226,338,Masyarakat,Kurang dari 5%,2.147.409.383,39.044,826
457227,338,Saham Treasury,Saham Treasury,0,0,826
457228,338,Roby Tan,Komisaris,0,0,826
457229,338,Santoso Widjojo,Komisaris,0,0,826
457230,338,Jefri Junaedi,Direksi,0,0,826
457240,339,Fenza Sofyan,Komisaris,1.000.000,0.11,354
457232,339,PT Dwitunggal Permata,Lebih dari 5%,74.574.027,7.8648,354
457233,339,PT Apratima Sejahtera,Lebih dari 5%,74.855.527,7.8945,354
457234,339,PT Karuna Paramita propertindo,Lebih dari 5%,449.861.650,47.4441,354
457235,339,PT Penta Cosmopolitan,Lebih dari 5%,71.041.550,7.4923,354
457236,339,PT Buditama Nirwana,Lebih dari 5%,67.842.027,7.1549,354
457237,339,Masyarakat Umum,Kurang dari 5%,210.019.219,22.1494,354
457238,339,Saham Treasury,Saham Treasury,0,0,354
457239,339,Iwan Putra Brasali,Komisaris,3.366.500,0.355,354
457250,690,Mohammad Arief Pahlevi Pangerang,Direksi,0,0,1270
457241,690,Fuad Hasan Masyhur,Lebih dari 5%,8.276.210.000,68.97,1270
457242,690,PT Maktour Bangun Persada,Lebih dari 5%,938.790.000,7.82,1270
457243,690,Masyarakat,Kurang dari 5%,2.785.066.509,23.21,1270
457244,690,Saham Treasury,Saham Treasury,0,0,1270
457245,690,Muhammad Rocky Masyhur,Komisaris,0,0,1270
457246,690,Bambang Widodo,Komisaris,0,0,1270
457247,690,Harry Mohamad Nadir,Direksi,0,0,1270
457248,690,Wawan Sulistyawan,Direksi,0,0,1270
457249,690,Bambang Laksanawan,Direksi,0,0,1270
457254,340,-,Direksi,0,0,355
457251,340,HEINEKEN INTERNATIONAL B.V.,Lebih dari 5%,1.881.951.000,89.32,355
457252,340,Publik,Kurang dari 5%,225.049.000,10.68,355
457253,340,Saham Treasury,Saham Treasury,0,0,355
457258,341,Saham Treasury,Saham Treasury,0,0,356
457255,341,EKA GUNATAMA MANDIRI,Lebih dari 5%,2.741.735.320,41.45,356
457256,341,MULIA GRAHAPERMAI,Lebih dari 5%,1.706.693.290,25.8,356
457257,341,Masyarakat,Kurang dari 5%,2.166.571.390,32.75,356
457267,342,YERRY GOEI,Direksi,2.885.500,0.02,358
457259,342,Inti Anugerah Pratama,Lebih dari 5%,6.591.131.758,42.03,358
457260,342,UBS AG Singapore non-treaty Omnibus Account -2091144090,Lebih dari 5%,2.518.046.248,16.06,358
457261,342,Masyarakat,Kurang dari 5%,6.460.711.681,41.19,358
457262,342,Saham Treasury,Saham Treasury,112.434.300,0.72,358
457263,342,JEFREY K. WONSONO,Komisaris,72.678,0,358
457264,342,Adrian Suhemran ,Direksi,7.102.900,0.05,358
457265,342,FENDI SANTOSO,Direksi,4.439.300,0.03,358
457266,342,AGUS ARISMUNANDAR,Direksi,710.200,0,358
457273,343,-,Komisaris,0,0,359
457268,343,PT Multipolar Tbk.,Lebih dari 5%,1.630.250.000,87,359
457269,343,PT FIRST MEDIA TBK,Lebih dari 5%,105.379.500,6,359
457270,343,Masyarakat,Kurang dari 5%,139.370.500,7,359
457271,343,Saham Treasury,Saham Treasury,0,0,359
457272,343,-,Direksi,0,0,359
457280,702,Allen Feliciano,Komisaris,36.000.000,1.5,1282
457274,702,PT Multi Inti Usaha,Lebih dari 5%,1.440.000.000,60,1282
457275,702,Masyarakat,Kurang dari 5%,600.000.000,25,1282
457276,702,Saham Treasury,Saham Treasury,0,0,1282
457277,702,Mengky Mangarek,Direksi,144.000.000,6,1282
457278,702,Eveline Natalia Susanto,Direksi,144.000.000,6,1282
457279,702,Hillary Josephine,Komisaris,36.000.000,1.5,1282
457281,344,UOB KAY HIAN (HONG KONG) LTD (PLEDGE ACCOUNT) - MADISON PACIFIC TRUST LTD OBO BRIDGE LEED LIMITED,Lebih dari 5%,1.006.474.700,14.61,360
457282,344,DBS BANK LTD.-ANDERSON INVESTMENTS PTE L TD.,Lebih dari 5%,418.817.231,6.079,360
457283,344,UOB KAY HIAN PTE LTD A/C UOB LTD A/C PT SUWARNA ARTA MANDIRI,Lebih dari 5%,1.252.525.300,18.181,360
457284,344,PT MEGA MANDIRI PROPERTI,Lebih dari 5%,1.165.560.400,16.919,360
457285,344,"PROVIDENT WAREHOUSE PTE, LTD",Lebih dari 5%,861.141.800,12.5,360
457286,344,Masyarakat,Kurang dari 5%,2.184.615.177,31.711,360
457287,344,Saham Treasury,Saham Treasury,0,0,360
457288,344,HUNGKANG SUTEDJA,Direksi,1.000.000,0.014,360
457300,345,Ruby Panjaitan,Direksi,417.900,0,361
457301,345,Tantan Sumartana,Direksi,0,0,361
457302,345,Dini Aryanti Putri,Direksi,0,0,361
457298,345,Valencia H. Tanoesoedibjo,Direksi,735.400,0,361
457289,345,PT Global Mediacom Tbk,Lebih dari 5%,6.967.133.504,52.67,361
457290,345,Masyarakat,Kurang dari 5%,6.260.028.006,47.33,361
457291,345,Saham Treasury,Saham Treasury,1.822.626.200,0,361
457292,345,Hary Tanoesoedibjo,Komisaris,6.000.000,0.05,361
457293,345,Muhammad Zainul Majdi,Komisaris,0,0,361
457294,345,Syafril Nasution,Komisaris,0,0,361
457295,345,Joel Richard Hogarth,Komisaris,0,0,361
457296,345,Noersing,Direksi,0,0,361
457297,345,Kanti Mirdiati Imansyah,Direksi,0,0,361
457299,345,Ella Kartika,Direksi,500.000,0,361
457314,585,Handjojo Rustanto,Komisaris,346.730.596,12.73,1041
457303,585,Handjojo Rustanto,Lebih dari 5%,346.730.596,12.73,1041
457304,585,Indra Winarno,Lebih dari 5%,188.654.921,6.93,1041
457305,585,Henny Rustanto,Lebih dari 5%,187.872.849,6.9,1041
457306,585,Handayani Rustanto,Lebih dari 5%,148.210.138,5.44,1041
457307,585,PT Cropsco Panen Indonusa,Lebih dari 5%,1.420.466.476,52.15,1041
457308,585,PT Sejahtera Investama Indah,Lebih dari 5%,145.854.429,5.35,1041
457309,585,Masyarakat,Kurang dari 5%,254.244.161,9.33,1041
457310,585,Sandojo Rustanto,Kurang dari 5%,32.003.011,1.17,1041
457311,585,Saham Treasury,Saham Treasury,0,0,1041
457312,585,Ir Sandojo Rustanto,Komisaris,32.003.011,1.17,1041
457313,585,Indra Winarno,Komisaris,188.654.921,6.93,1041
457323,681,Karim Panjaitan,Komisaris,0,0,1261
457324,681,Kanaka Puradiredja,Komisaris,0,0,1261
457315,681,PT Gema Lintas Benua,Lebih dari 5%,7.135.484.421,30.17,1261
457316,681,PT Candrakarya Multikreasi,Lebih dari 5%,9.653.884.260,40.83,1261
457317,681,PT Smart Telecom,Lebih dari 5%,4.331.835.710,18.32,1261
457318,681,Masyarakat,Kurang dari 5%,2.525.464.300,10.68,1261
457319,681,Saham Treasury,Saham Treasury,0,0,1261
457320,681,Jimmy Kadir,Direksi,0,0,1261
457321,681,Genta Andhika Putra,Direksi,117.200,0.0005,1261
457322,681,Indra Nathan Kusnadi,Komisaris,0,0,1261
457329,346,Edwin Soeryadjaya,Komisaris,130.000,0.003,362
457330,346,Ir. Danny Walla,Komisaris,51.978.000,1.165,362
457331,346,Drs. Tossin Himawan,Komisaris,72.429.700,1.622,362
457332,346,Istama Tatang Siddharta,Komisaris,0,0,362
457333,346,Benny Redjo Setyono,Komisaris,0,0,362
457334,346,Suwito Mawarwati,Direksi,13.774.170,0.308,362
457335,346,Beatrice Kartika,Direksi,4.625.100,0.103,362
457336,346,Ivan Hindarko,Direksi,2.159.300,0.048,362
457325,346,PT Saratoga Investama Sedaya Tbk,Lebih dari 5%,2.530.083.541,56.69,362
457326,346,PT Persada Capital Investama,Lebih dari 5%,223.150.000,5,362
457327,346,Pemegang saham lainnya,Kurang dari 5%,1.613.016.650,36.14,362
457328,346,Saham Treasury,Saham Treasury,96.713.085,2.17,362
457337,346,Kemal Mawira,Direksi,104.600,0.002,362
457348,586,Ang Kiam Chai,Direksi,44.934.838,5.5,988
457338,586,Bina Puri Power Sdn. Bhd.,Lebih dari 5%,46.568.689,5.7,988
457339,586,Muhammad Nashri Yong Bin Abdullah,Lebih dari 5%,50.487.100,6.18,988
457340,586,Kang Jimmi,Lebih dari 5%,91.601.248,11.21,988
457341,586,Ang Kiam Chai,Lebih dari 5%,44.934.838,5.5,988
457342,586,Phillip Securities Pte. Ltd,Lebih dari 5%,366.014.114,44.8,988
457343,586,Masyarakat,Kurang dari 5%,217.391.064,26.61,988
457344,586,Karyawan Perseroan,Kurang dari 5%,0,0,988
457345,586,Saham Treasury,Saham Treasury,0,0,988
457346,586,Kang Jimmi,Direksi,91.601.248,11.21,988
457347,586,Low Soon Heng,Komisaris,264,0,988
457362,347,Navin Chandra Nathani,Komisaris,0,0,363
457363,347,John Riady,Komisaris,0,0,363
457349,347,"Multipolar, PT, Tbk",Lebih dari 5%,3.325.840.763,39,363
457350,347,"Multipolar, PT, Tbk",Lebih dari 5%,5.108,0,363
457351,347,BNYM RE CONSILIUM FRONTIER EQUITY FUND LP-2039926916,Lebih dari 5%,634.388.900,7,363
457352,347,"GOTO GOJEK TOKOPEDIA, TBK PT",Lebih dari 5%,507.142.900,6,363
457353,347,Masyarakat,Kurang dari 5%,4.010.357.277,48,363
457354,347,Saham Treasury,Saham Treasury,0,0,363
457355,347,Adrian Suherman,Direksi,0,0,363
457356,347,Wim Nestor Maris,Direksi,0,0,363
457357,347,Mirtha,Direksi,0,0,363
457358,347,Kyu Tae Park,Direksi,0,0,363
457359,347,Lydiawati Kurniawan,Direksi,0,0,363
457360,347,Fendi Santoso,Komisaris,0,0,363
457361,347,Roy Nicholas Mandey,Komisaris,0,0,363
