Id,FkProfileId,Name,Role,Independent,IdField
108231,706,Nico Lieke,KOMISARIS UTAMA,Tidak,1286
108232,706,Arnold Jaguar Limasnax,KOMISARIS,Tidak,1286
108234,706,Bekto Suprapto,KOMISARIS,Ya,1286
108237,77,VIRGOJANTI *),KOMISARIS,Tidak,83
108235,77,Dr. HOIRUDDIN HASIBUAN ,KOMISARIS UTAMA,Ya,83
108236,77,DEDEN RIKI HAYATUL FIRMAN *),KOMISARIS,Ya,83
108240,691,Dr. Ir. Raden Pardede,KOMISARIS,Ya,1271
108241,691,Dr. Ir. Kusmayanto Kadiman,KOMISARIS,Ya,1271
108238,691,Martin Basuki Hartono,KOMISARIS UTAMA,Tidak,1271
108239,691,Honky Harjo,WAKIL KOMISARIS UTAMA,Tidak,1271
108242,537,Lim Kwang Tak,KOMISARIS UTAMA,Tidak,992
108243,537,V Roy Sunarja,KOMISARIS,Ya,992
108246,1595,Sumarwoto,KOMISARIS,Ya,1135
108244,1595,Sarman Simanjorang,KOMISARIS UTAMA,Tidak,1135
108245,1595,Muhammad Bahruddin,KOMISARIS,Tidak,1135
108249,78,Wahyu Hidayat,KOMISARIS,Ya,84
108247,78,I Gusti Putu Suryawirawan ,KOMISARIS UTAMA,Ya,84
108248,78,Herbudianto,WAKIL KOMISARIS UTAMA,Ya,84
108250,78,Hartono,KOMISARIS,Tidak,84
108255,79,Saurabh N Agarwal,KOMISARIS,Tidak,85
108251,79,Kusmayanto Kadiman,PRESIDEN KOMISARIS,Tidak,85
108252,79,Sunata Tjiterosampurno,KOMISARIS,Tidak,85
108253,79,Johanes Sutrisno,KOMISARIS,Ya,85
108254,79,Alfonso Napitupulu ,KOMISARIS,Ya,85
108256,528,Marcello Theodore Taufik,PRESIDEN KOMISARIS,Tidak,930
108257,528,Lisawati,WAKIL PRESIDEN KOMISARIS,Tidak,930
108258,528,Sudarto,KOMISARIS,Ya,930
108259,528,Trisna Chandra,KOMISARIS,Ya,930
108260,1596,Paul Rachmat Wullur,KOMISARIS UTAMA,Ya,1146
108261,1596,Ang Hendra Setiawan Angkaw,KOMISARIS,Tidak,1146
108266,80,Ricky Herbert Parulian Sitohang,KOMISARIS,Ya,86
108262,80,Agung Firman Sampurna,KOMISARIS UTAMA,Ya,86
108263,80,Darma Putra,WAKIL KOMISARIS UTAMA,Tidak,86
108264,80,Liliana Tanaja,KOMISARIS,Tidak,86
108265,80,Valencia Herliani Tanoesoedibjo,KOMISARIS,Tidak,86
108269,81,Nathalia Setiawan,KOMISARIS UTAMA,Tidak,87
108267,81,Irma Martani,KOMISARIS,Ya,87
108268,81,Rudy Susanto,KOMISARIS,Tidak,87
108270,2742,Henry Mulyadi,KOMISARIS UTAMA,Tidak,1237
108271,2742,Tito Loho,KOMISARIS,Ya,1237
108274,82,Endang Kosasih,KOMISARIS,Ya,88
108272,82,Judiono Tosin,KOMISARIS UTAMA,Ya,88
108273,82,Agus Soetopo,KOMISARIS,Ya,88
108276,83,Yohanes Santoso Wibowo,KOMISARIS,Ya,89
108277,83,Josavia Rachman Ichwan,KOMISARIS,Tidak,89
108275,83,Inawaty Handojo,KOMISARIS UTAMA,Ya,89
108278,1797,Willianto Ismadi,KOMISARIS UTAMA,Tidak,1213
108279,1797,Aruwan Soenardi,KOMISARIS,Tidak,1213
108280,1797,Hengky Taner,KOMISARIS,Ya,1213
108282,84,Achmad Widjaja,KOMISARIS UTAMA,Ya,90
108281,84,Drs. Hermawan Chandra,KOMISARIS,Ya,90
108284,85,LOUISE LI,KOMISARIS,Tidak,91
108285,85,FONNY FORTUNATA,KOMISARIS,Tidak,91
108283,85,PITER KOROMPIS,PRESIDEN KOMISARIS,Ya,91
108291,86,Budi Setiyadi,KOMISARIS,Ya,92
108292,86,Setyo Wasisto,KOMISARIS,Ya,92
108293,86,Alamanda Shantika,KOMISARIS,Ya,92
108286,86,Bayu Priawan Djokosoetono,KOMISARIS UTAMA,Tidak,92
108287,86,Sri Adriyani Lestari,WAKIL KOMISARIS UTAMA,Tidak,92
108288,86,Kresna Priawan Djokosoetono,KOMISARIS,Tidak,92
108289,86,Gunawan Surjo Wibowo,KOMISARIS,Tidak,92
108290,86,Rinaldi Firmansyah,KOMISARIS,Ya,92
108296,87,Burhan Hidayat,KOMISARIS,Ya,93
108294,87,Tjiu Thomas Effendy,KOMISARIS UTAMA,Tidak,93
108295,87,Lie Suhanto,WAKIL KOMISARIS UTAMA,Tidak,93
108297,87,Sunardi,KOMISARIS,Ya,93
108301,88,DIDING SAKRI,KOMISARIS,Ya,94
108302,88,TOMSI TOHIR,KOMISARIS,Tidak,94
108303,88,RUDIE KUSMAYADI,KOMISARIS,Tidak,94
108298,88,FARID RAHMAN,KOMISARIS UTAMA,Ya,94
108299,88,FAHLINO F SJUIB,KOMISARIS,Ya,94
108300,88,SETIAWAN WANGSAATMAJA,KOMISARIS,Tidak,94
108304,89,Candra Fajri Ananda,KOMISARIS,Ya,95
108305,89,Muhammad Mas'ud,KOMISARIS,Ya,95
108306,89,Suprajarto,KOMISARIS UTAMA,Tidak,95
108307,89,Sumaryono,KOMISARIS,Ya,95
108308,89,Adhy Karyono,KOMISARIS,Tidak,95
108309,90,Endang Lestari Pujiastuti,KOMISARIS UTAMA,Tidak,96
108310,90,Leotine Ierma Agustina Sumampow,WAKIL KOMISARIS UTAMA,Tidak,96
108311,90,Letnan Jenderal (Purn.) Tarub,KOMISARIS,Ya,96
108312,90,Agus Widagdo,KOMISARIS,Tidak,96
108313,90,Edy Sukamto,KOMISARIS,Ya,96
108319,91,Stephanie Alim,WAKIL PRESIDEN KOMISARIS,Tidak,97
108314,91,Basaria Panjaitan ,PRESIDEN KOMISARIS,Tidak,97
108315,91,Erry Firmansyah,KOMISARIS,Tidak,97
108316,91,Jonnardi,KOMISARIS,Ya,97
108317,91,Sumarsono,KOMISARIS,Tidak,97
108318,91,I Nyoman Tjager,KOMISARIS,Ya,97
108322,92,Khalid Ahmed Al Sada,KOMISARIS,Tidak,98
108320,92,Djoko Sarwono,KOMISARIS,Ya,98
108321,92,Muhammad Anas Malla,KOMISARIS,Ya,98
108323,92,Fatma Abdulla Al-Suwaidi,KOMISARIS UTAMA,Tidak,98
108324,93,Hadi Surya,KOMISARIS UTAMA,Tidak,99
108325,93,Safzen Noerdin,KOMISARIS,Tidak,99
108326,93,Antonius Joenoes Supit,KOMISARIS,Ya,99
108327,94,Bratanata Perdana,KOMISARIS UTAMA,Tidak,100
108328,94,YOYOK SRI NURCAHYO,KOMISARIS,Ya,100
108330,1602,Siek Agung Guntoro,KOMISARIS,Tidak,1087
108331,1602,Noviyanti Indah Kardiman,KOMISARIS,Ya,1087
108329,1602,Rudy Tasrif,KOMISARIS UTAMA,Tidak,1087
108332,95,Chat Luangarpa,KOMISARIS UTAMA,Tidak,101
108333,95,Diana Alim,KOMISARIS,Tidak,101
108334,95,"H. Muhammad Pujiono Santoso, IR",KOMISARIS,Ya,101
108335,95,Alan Jenviphakul,KOMISARIS,Ya,101
108336,95,Pardi Kendy,KOMISARIS,Ya,101
108337,710,Sri Harjanto,KOMISARIS UTAMA,Ya,1290
108338,710,Wildan Fauzan,KOMISARIS,Tidak,1290
108339,710,Tini Ismiyani,KOMISARIS,Tidak,1290
108340,1791,Ivan Rizal Sini,KOMISARIS UTAMA,Tidak,1195
108341,1791,Wishnutama Kusubandio,WAKIL KOMISARIS UTAMA,Ya,1195
108342,1791,Rito Alam Rizal Sini,KOMISARIS,Tidak,1195
108343,1791,Chairul Radjab Nasution,KOMISARIS,Ya,1195
108344,1791,Sunata Tjiterosampurno,KOMISARIS,Tidak,1195
108353,96,Muhammad Yusuf Ateh,KOMISARIS,Tidak,102
108354,96,Heru Kristiyana,KOMISARIS,Ya,102
108355,96,Zainudin Amali,KOMISARIS,Ya,102
108345,96,Muhamad Chatib Basri,KOMISARIS UTAMA,Ya,102
108346,96,Andrinof A. Chaniago,WAKIL KOMISARIS UTAMA,Ya,102
108347,96,Rionald Silaban,KOMISARIS,Tidak,102
108348,96,Muliadi Rahardja,KOMISARIS,Ya,102
108349,96,Nawal Nely,KOMISARIS,Tidak,102
108350,96,Arif Budimanta,KOMISARIS,Tidak,102
108351,96,Faried Utomo,KOMISARIS,Tidak,102
108352,96,Loeke Larasati Agoestina,KOMISARIS,Ya,102
108356,97,HERMAWAN,KOMISARIS UTAMA,Tidak,103
108357,97,MARINA,KOMISARIS,Ya,103
108359,98,Mohamed Idwan Ganie,KOMISARIS,Ya,104
108360,98,Beti Puspitasari Santoso,KOMISARIS,Ya,104
108358,98,Rosano Barack,KOMISARIS UTAMA,Tidak,104
108361,99,"Ir. Rachmat Mulia Suryahusada, MBA",PRESIDEN KOMISARIS,Tidak,105
108362,99,Daniel Budi Dharma,WAKIL PRESIDEN KOMISARIS,Ya,105
108363,99,R.M. Sjariffudin (Mohammad Sjariffudin),KOMISARIS,Ya,105
108364,99,"I Gst Agung Rai Wirajaya, SE, MM",KOMISARIS,Tidak,105
108366,100,Raniwati Malik,KOMISARIS,Ya,106
108365,100,Armansyah Yamin,KOMISARIS UTAMA,Tidak,106
108373,101,Vera Handajani,KOMISARIS,Tidak,107
108367,101,Didi Syafruddin Yahya,PRESIDEN KOMISARIS,Tidak,107
108368,101,Glenn Muhammad Surya Yusuf,WAKIL PRESIDEN KOMISARIS,Ya,107
108369,101,Jeffrey Kairupan,KOMISARIS,Ya,107
108370,101,Sri Widowati,KOMISARIS,Ya,107
108371,101,Farina J. Situmorang,KOMISARIS,Ya,107
108372,101,Dato' Abdul Rahman Ahmad,KOMISARIS,Tidak,107
108381,102,Dato Zulkiflee Abbas Abdul Hamid,KOMISARIS,Tidak,108
108374,102,Dato Khairussaleh Ramli,PRESIDEN KOMISARIS,Tidak,108
108375,102,Edwin Gerungan,KOMISARIS,Tidak,108
108376,102,Budhi Dyah Sitawati,KOMISARIS,Ya,108
108377,102,Achjar Iljas,KOMISARIS,Ya,108
108378,102,Hendar,KOMISARIS,Ya,108
108379,102,Datuk Lim Hong Tat,KOMISARIS,Tidak,108
108380,102,Putut Eko Bayuseno,KOMISARIS,Ya,108
108388,103,Chalit Tayjasanant,KOMISARIS,Tidak,109
108382,103,Chartsiri Sophonpanich,KOMISARIS UTAMA,Tidak,109
108383,103,Chong Toh,KOMISARIS,Tidak,109
108384,103,Niramarn Laisathit,KOMISARIS,Tidak,109
108385,103,Haryanto Sahari,KOMISARIS,Ya,109
108386,103,Yap Tjay Soen,KOMISARIS,Ya,109
108387,103,Goei Siauw Hong,KOMISARIS,Ya,109
108390,674,Miss Paporn Mahattanobol,KOMISARIS UTAMA,Tidak,1211
108389,674,Hengky Wijaya,KOMISARIS,Tidak,1211
108391,674,Rionaldo Thedyardi,KOMISARIS,Ya,1211
108393,538,Eko Nugroho Thjahjadi,KOMISARIS,Ya,965
108392,538,Kirtiadi Hotama,KOMISARIS UTAMA,Tidak,965
108396,1606,Andy Flores Noya,KOMISARIS,Ya,1079
108394,1606,Jemi Wiyono Prihadi,KOMISARIS UTAMA,Tidak,1079
108395,1606,Edy Soehartono,KOMISARIS,Tidak,1079
108399,104,Junardis Priwono,KOMISARIS,Ya,110
108397,104,Herman Wijaya,KOMISARIS UTAMA,Tidak,110
108398,104,Andree Wijaya,KOMISARIS,Tidak,110
108402,539,Johannes Halim,KOMISARIS UTAMA,Tidak,1008
108403,539,David Alusinsing,KOMISARIS,Ya,1008
108406,106,SADHANA PRIATMADJA,KOMISARIS,Tidak,112
108404,106,HAN CHEOL HEE,KOMISARIS UTAMA,Tidak,112
108405,106,DESTI LILIATI,KOMISARIS,Ya,112
108409,107,Eveline,KOMISARIS,Ya,113
108407,107,Irena Istary Iskandar,KOMISARIS UTAMA,Tidak,113
108408,107,Rudy Johansen,KOMISARIS,Tidak,113
108412,540,Rudy Johansen,KOMISARIS,Tidak,1030
108410,540,Markus Dinarto Pranoto,KOMISARIS UTAMA,Tidak,1030
108411,540,Cecilia Beatrix Pangemanan,KOMISARIS,Ya,1030
108415,108,Andreas Lesmana,KOMISARIS,Ya,114
108413,108,Ibrahim Ozgur Yildirim,PRESIDEN KOMISARIS,Tidak,114
108414,108,Adil Ilter Turan,KOMISARIS,Ya,114
108416,108,Volkan Ozkan,KOMISARIS,Tidak,114
108417,108,Mehmet Mesut Ada,KOMISARIS,Tidak,114
108432,541,Abu Rokhmad,KOMISARIS,Tidak,1017
108423,541,Adiwarman Azwar Karim,WAKIL KOMISARIS UTAMA,Ya,1017
108424,541,Suyanto,KOMISARIS,Tidak,1017
108425,541,Masduki Baidlowi,KOMISARIS,Tidak,1017
108426,541,Imam Budi Sarjito,KOMISARIS,Tidak,1017
108427,541,Sutanto,KOMISARIS,Tidak,1017
108428,541,M. Arief Rosyid Hasan,KOMISARIS,Ya,1017
108429,541,Komaruddin Hidayat,KOMISARIS,Ya,1017
108430,541,Muliaman D. Hadad,KOMISARIS UTAMA,Ya,1017
108431,541,Mohamad Nasir,KOMISARIS,Ya,1017
108437,110,Teguh Boentoro,KOMISARIS,Tidak,116
108433,110,Adika Nuraga Bakrie,KOMISARIS UTAMA,Tidak,116
108434,110,Kanaka Puradiredja,KOMISARIS,Ya,116
108435,110,Gories Mere,KOMISARIS,Ya,116
108436,110,Nalinkant Amratlal Rathod,KOMISARIS,Tidak,116
108442,111,Antonius Hanifah Komala,KOMISARIS,Ya,117
108438,111,David I. Tjiptobiantoro,PRESIDEN KOMISARIS,Tidak,117
108439,111,Adrian Koesnendar,KOMISARIS,Tidak,117
108440,111,Lim Eng Khim,KOMISARIS,Tidak,117
108441,111,Achmad Widjaja,KOMISARIS,Ya,117
108446,112,Salwati Agustina,KOMISARIS,Ya,118
108443,112,Prajogo Pangestu,KOMISARIS UTAMA,Tidak,118
108444,112,Lim Chong Thian,KOMISARIS,Tidak,118
108445,112,Henky Susanto,KOMISARIS,Ya,118
108447,700,Francisco Sumasto,KOMISARIS UTAMA,Tidak,1280
108448,700,Clarissa Ady Sumasto Tjia,KOMISARIS,Tidak,1280
108449,700,Veronica Pudjiati Lias,KOMISARIS,Ya,1280
108454,113,Susiyati Bambang Hirawan,KOMISARIS,Ya,119
108450,113,Muktar Widjaja,PRESIDEN KOMISARIS,Tidak,119
108451,113,Teky Mailoa,WAKIL PRESIDEN KOMISARIS,Tidak,119
108452,113,Yoseph Franciscus Bonang,KOMISARIS,Tidak,119
108453,113,Teddy Pawitra,KOMISARIS,Ya,119
108455,114,Tjendrawati Widjaja,KOMISARIS UTAMA,Tidak,120
108456,114,Sammy Kristamuljana,KOMISARIS,Ya,120
108457,114,Rusmin,KOMISARIS,Ya,120
108458,114,"Dr. H. Ahmadi bin Sukarno, Lc, M.Ag",KETUA DEWAN PENGAWAS,Tidak,120
108459,114,"Dr. H. Moch. Bukhori Muslim, Lc, MA",PENGAWAS,Tidak,120
108462,1798,Lolok Sudjatmiko,KOMISARIS,Ya,1224
108460,1798,Mohamad Prapanca,KOMISARIS UTAMA,Tidak,1224
108461,1798,Nengah Rama Gautama,KOMISARIS,Tidak,1224
108473,115,Paul Tambunan,KOMISARIS,Ya,121
108466,115,Badrodin Haiti,KOMISARIS UTAMA,Tidak,121
108467,115,Sanjeev Churiwala,WAKIL KOMISARIS UTAMA,Tidak,121
108468,115,Daniel Suharya,KOMISARIS,Tidak,121
108469,115,J.V. Patil,KOMISARIS,Tidak,121
108470,115,Gi Ock Han,KOMISARIS,Tidak,121
108471,115,Kuntoro Mangkusubroto,KOMISARIS,Ya,121
108472,115,Agus Gurlaya Kartasasmita,KOMISARIS,Ya,121
108476,116,Lungguk Gultom,KOMISARIS,Ya,122
108474,116,Sudhiranjan Padhi,KOMISARIS UTAMA,Tidak,122
108475,116,Handadjaja Sulaiman,KOMISARIS,Ya,122
108477,117,Anne Patricia Sutanto,KOMISARIS UTAMA,Tidak,123
108478,117,Naning Wahyuningsih,KOMISARIS,Ya,123
108479,118,Taufan E.N Rotorasiko,KOMISARIS UTAMA,Tidak,124
108480,118,John Pieter Nazar,KOMISARIS,Ya,124
108481,118,Jastiro Abi,KOMISARIS,Tidak,124
108482,118,Neil R Tobing,KOMISARIS,Tidak,124
108483,119,Gwie Gunato Gunawan,KOMISARIS UTAMA,Tidak,125
108484,119,DR. Bambang Hariadi Mec. Ak,KOMISARIS,Ya,125
108487,120,Takeshi Kimoto,KOMISARIS,Tidak,126
108485,120,Edmund Tondobala,KOMISARIS,Ya,126
108486,120,Chow Ying Hoong,KOMISARIS UTAMA,Tidak,126
108490,120,Onny Widjanarko,KOMISARIS,Ya,126
108488,120,Ninik Herlani Masli Ridhwan,KOMISARIS,Ya,126
108489,120,Ongki Wanadjati Dana,KOMISARIS,Tidak,126
108491,542,Kemal Azis Stamboel,KOMISARIS UTAMA,Ya,1016
108492,542,Dewie Pelitawati,KOMISARIS,Ya,1016
108493,542,Ongki Wanadjati Dana,KOMISARIS,Tidak,1016
108494,542,Mulya Effendi Siregar (efektif setelah persetujuan OJK),KOMISARIS,Ya,1016
108497,683,Iwanho,KOMISARIS,Ya,1263
108496,683,Hendro Susilo,KOMISARIS,Tidak,1263
108495,683,Micheal Iksan Susilo,KOMISARIS UTAMA,Tidak,1263
108498,121,Widarto,PRESIDEN KOMISARIS,Tidak,127
108499,121,Oey Alfred,KOMISARIS,Tidak,127
108500,121,Daniel Kandinata,KOMISARIS,Ya,127
108501,662,Prof. Dr. Bambang Permadi Soemantri Brodjonegoro,KOMISARIS UTAMA,Ya,1199
108502,662,RD Adi Wardhana Sariaatmadja,KOMISARIS,Tidak,1199
108503,662,Dra Zannuba Arifah CH.R,KOMISARIS,Ya,1199
108506,122,Sumarsono,KOMISARIS,Ya,128
108504,122,Suhaeli Kalla,KOMISARIS UTAMA,Tidak,128
108505,122,Solihin Jusuf Kalla,KOMISARIS,Tidak,128
108508,123,Mohamad Prapanca,KOMISARIS,Ya,129
108509,123,Dwi Wahyu Daryoto,KOMISARIS,Ya,129
108510,123,Fauqi Hapidekso,KOMISARIS,Tidak,129
108507,123,Halim Jusuf,KOMISARIS UTAMA,Tidak,129
108519,124,Benjamin Bao ,KOMISARIS,Tidak,130
108511,124,Sharif Cicip Sutardjo,PRESIDEN KOMISARIS,Ya,130
108512,124,Anton Setianto Soedarsono,KOMISARIS,Ya,130
108513,124,Kanaka Puradiredja,KOMISARIS,Ya,130
108514,124,Y.A. Didik Cahyanto,KOMISARIS,Ya,130
108515,124,Anggawira,KOMISARIS,Ya,130
108516,124,Adhika Andrayudha Bakrie,KOMISARIS,Tidak,130
108517,124,Thomas Myer Kearney,KOMISARIS,Tidak,130
108518,124,Jinping Ma,KOMISARIS,Tidak,130
108522,125,CINDY BUDIJONO,KOMISARIS,Tidak,131
108520,125,ASTINI BERNAWATI OUDANG,KOMISARIS UTAMA,Tidak,131
108521,125,SEONG HOON PARK,KOMISARIS,Ya,131
108523,126,ZAENAL ABIDIN,KOMISARIS UTAMA,Ya,132
108524,126,GUNAWAN TENGGARAHARDJA,KOMISARIS,Ya,132
108525,126,SIA LENG HO,KOMISARIS,Tidak,132
108528,127,Yohanes Wahyu Saronto,KOMISARIS,Ya,133
108526,127,Abed Nego,KOMISARIS UTAMA,Tidak,133
108527,127,Muhammad Prianto Madelar,KOMISARIS,Tidak,133
108532,128,Budiman,KOMISARIS,Ya,134
108533,128,Timur Pradopo,KOMISARIS,Ya,134
108529,128,Purnomo Yusgiantoro,KOMISARIS UTAMA,Tidak,134
108530,128,"Lifransyah Gumay Se. Ak,. M.M., CA.",KOMISARIS,Tidak,134
108531,128,Moermahadi Soerja Djanegara,KOMISARIS,Tidak,134
108536,624,Mohammad Raylan,KOMISARIS,Ya,1055
108534,624,Sanderawati Joesoef,KOMISARIS UTAMA,Tidak,1055
108535,624,Luciana Sutanto,KOMISARIS,Tidak,1055
108537,543,Insinyur Jutianto Isnandar,PRESIDEN KOMISARIS,Tidak,1004
108538,543,Doktorandus Makmur Widjaja,KOMISARIS,Ya,1004
108539,129,HERYANTO COKRO,KOMISARIS,Ya,135
108540,129,RICHIE LIMSON,KOMISARIS UTAMA,Tidak,135
108542,1613,"dr. Agustinus Widjaja, C.Ht",KOMISARIS UTAMA,Tidak,1138
108541,1613,dr. Rico Novyanto Sp.PD,KOMISARIS,Ya,1138
108543,544,Paulus Totok Lusida,KOMISARIS UTAMA,Tidak,971
108544,544,Darmawan Widjaja,KOMISARIS,Ya,971
108545,544,Himawan Gunadi,KOMISARIS,Ya,971
108547,545,Darwin,KOMISARIS,Tidak,949
108546,545,Harkie Kosadi,KOMISARIS UTAMA,Ya,949
108549,1615,Edy Suryanto Sulistyo,KOMISARIS,Tidak,1147
108550,1615,David Fernando Audy,KOMISARIS,Ya,1147
108548,1615,Surya Aseanto Putra,PRESIDEN KOMISARIS,Tidak,1147
108552,130,Djoko Suyanto,WAKIL PRESIDEN KOMISARIS,Tidak,136
108553,130,Armand Bachtiar Arief,KOMISARIS,Ya,136
108554,130,Chi Cheng Bock,KOMISARIS,Tidak,136
108551,130,Jusman Syafii Djamal,PRESIDEN KOMISARIS,Ya,136
108556,1616,Ir. Martinus Tjendana,KOMISARIS UTAMA,Tidak,1142
108555,1616,Dody Triasmara,KOMISARIS,Ya,1142
108557,708,Thomas Aquinas Pramukuswala,KOMISARIS UTAMA,Tidak,1288
108558,708,Gaery Djohari,KOMISARIS,Tidak,1288
108559,708,Melissa Cresentia Kurniawan,KOMISARIS,Ya,1288
108564,705,George Samuel,KOMISARIS,Ya,1285
108560,705,Suganto Gunawan,KOMISARIS UTAMA,Tidak,1285
108561,705,Suwito,KOMISARIS,Tidak,1285
108562,705,Rivolinggo Pamudji,KOMISARIS,Ya,1285
108563,705,H. R. Agung Laksono,KOMISARIS,Tidak,1285
108565,699,"DR. Sofyan A. Djalil, SH, MA",KOMISARIS UTAMA,Tidak,1279
108566,699,Boumediene Sumurung . H,KOMISARIS,Ya,1279
108568,1617,Amelia Gozali,KOMISARIS,Tidak,1080
108569,1617,Triana Mulyatsa,KOMISARIS,Ya,1080
108570,1617,Bambang Rahardja Burhan,KOMISARIS,Ya,1080
108571,1617,Sudarno Khou,KOMISARIS,Tidak,1080
108567,1617,Ir. Adi Tanuarto,KOMISARIS UTAMA,Tidak,1080
108573,131,Hendardji Soepandji,KOMISARIS,Ya,137
108572,131,Darwin Indigo ,KOMISARIS UTAMA,Tidak,137
108578,132,Arief Mustain,KOMISARIS,Ya,138
108574,132,Ir. Ronald Waas,KOMISARIS UTAMA,Ya,138
108575,132,Rizal Satar,KOMISARIS,Ya,138
108576,132,Daragh O'Neill,KOMISARIS,Tidak,138
108577,132,Suresh Narain Singh Sidhu,KOMISARIS,Tidak,138
108581,133,Lukman Abdullah,KOMISARIS,Ya,139
108579,133,Roosniati Salihin,KOMISARIS UTAMA,Tidak,139
108580,133,Mu'min Ali Gunawan,KOMISARIS,Tidak,139
108582,4725,Ir. Wim Zulkarnaen,KOMISARIS UTAMA,Tidak,1249
108583,4725,Eko Muljono Suprapto,KOMISARIS,Tidak,1249
108584,4725,Eko Pratikto,KOMISARIS,Ya,1249
108585,722,Richard Willem Moka ,KOMISARIS UTAMA,Tidak,1302
108586,722,Hadi Avilla Tamzil,KOMISARIS,Ya,1302
108587,134,DEDIE SUHERLAN,KOMISARIS UTAMA,Tidak,140
108588,134,V ROY SUNARJA,KOMISARIS,Ya,140
108589,134,WIDJAYA DJOHAN,KOMISARIS,Tidak,140
108590,135,Lim Gunawan Hariyanto,KOMISARIS UTAMA,Tidak,141
108591,135,Andi Ibrahim Saleh,KOMISARIS,Ya,141
108592,135,Darjoto Setyawan,KOMISARIS,Ya,141
108593,135,Pascal Steven Jean,KOMISARIS,Tidak,141
108594,546,James Frederick Kwee,KOMISARIS UTAMA,Tidak,1045
108595,546,Yuli Dwi Kusmadi,KOMISARIS,Tidak,1045
108596,546,Rio Tinto Sirait,KOMISARIS,Ya,1045
108599,630,Raja Sapta Ervian,KOMISARIS UTAMA,Tidak,1069
108600,630,Rd James Rachmat Subekti,KOMISARIS,Ya,1069
108601,630,Gories Mere,KOMISARIS,Tidak,1069
108604,547,Belinda Natalia,KOMISARIS,Tidak,974
108602,547,Hermanto Tanoko,KOMISARIS UTAMA,Tidak,974
108603,547,Ida Bagus Oka Nila,KOMISARIS,Ya,974
108607,137,DIDIK SUSILO,KOMISARIS,Ya,143
108605,137,TJIA HWIE TJIN,KOMISARIS,Tidak,143
108606,137,HARRIS PRANATAJAYA,KOMISARIS UTAMA,Tidak,143
108609,138,Dionisius Widijanto,KOMISARIS,Ya,144
108610,138,Olivia Allan,KOMISARIS,Ya,144
108608,138,Feisal Hamka,KOMISARIS UTAMA,Tidak,144
108611,667,Jacqueline Sitorus,KOMISARIS UTAMA,Tidak,1204
108612,667,Mahmuddin Yasin,KOMISARIS,Ya,1204
108613,139,Tharumalingam Kanagalingam,KOMISARIS UTAMA,Tidak,145
108614,139,Sabam Hutajulu,KOMISARIS,Ya,145
108615,139,Reza Viryawan,KOMISARIS,Tidak,145
108616,1799,Bambang Sutantio,PRESIDEN KOMISARIS,Tidak,1216
108617,1799,Wenzel Sutantio,KOMISARIS,Tidak,1216
108618,1799,Alexander S. Rusli,KOMISARIS,Ya,1216
108619,140,Pudjianto Gondosasmito,PRESIDEN KOMISARIS,Tidak,146
108620,140,Djoko Sumaryono,KOMISARIS,Tidak,146
108621,140,Edwin P Situmorang,KOMISARIS,Ya,146
108622,140,Cahyo Suryo Putro,KOMISARIS,Ya,146
108625,142,Kazuhiko Shiomura,KOMISARIS,Tidak,148
108623,142,Suhardi Budiman,PRESIDEN KOMISARIS,Tidak,148
108624,142,Satryo Soemantri Brodjonegoro,KOMISARIS,Ya,148
108626,689, Arie Rinaldi,KOMISARIS UTAMA,Tidak,1269
108627,689, Alycius Hendry,KOMISARIS,Ya,1269
108629,641,Tonny Sutanto Mahadarta,KOMISARIS,Ya,1072
108628,641,Andre Sylvestre,KOMISARIS UTAMA,Tidak,1072
108630,143,Joksan Melkisedek Atamou,PRESIDEN KOMISARIS,Tidak,149
108631,143,Adam Mingkay,KOMISARIS,Ya,149
108640,145,Hendri Murtany,KOMISARIS,Ya,152
108637,145,Hadi Gunawan Tjoe,PRESIDEN KOMISARIS,Tidak,152
108638,145,Rusmin Ryadi,WAKIL PRESIDEN KOMISARIS,Tidak,152
108639,145,Suparman S.,KOMISARIS,Ya,152
108643,1619,Tugas Dwi Apriyanto,KOMISARIS,Tidak,1074
108641,1619,Abdullah Lewis Hidayat,KOMISARIS UTAMA,Tidak,1074
108642,1619,Hamdi Hassyarbaini,KOMISARIS,Ya,1074
108644,146,Hardian Purawimala Widjonarko,KOMISARIS UTAMA,Tidak,153
108645,146,Sia Leng Ho,KOMISARIS,Ya,153
108646,146,Toto Winanto,KOMISARIS,Ya,153
108647,146,Tobias Damek,KOMISARIS,Tidak,153
108648,146,Michael Nacson,KOMISARIS,Tidak,153
108649,146,Franciscus Affandy,WAKIL KOMISARIS UTAMA,Tidak,153
108652,684,Purnomo Darmowasito,KOMISARIS,Ya,1264
108651,684,Budi Satria Tardy,KOMISARIS,Tidak,1264
108650,684,Bintarna Tardy,KOMISARIS UTAMA,Tidak,1264
108654,752,Gusmardi Bustami,KOMISARIS,Ya,1332
108653,752,Flora Regina Regian,KOMISARIS UTAMA,Tidak,1332
108655,147,Achmad Widjaja,KOMISARIS UTAMA,Tidak,154
108656,147,Kenneth Ng Shih Yek,KOMISARIS,Tidak,154
108657,147,"Seow Han Yong, Justin",KOMISARIS,Tidak,154
108658,147,Paramate Nisagornsen,KOMISARIS,Tidak,154
108659,147,Justinus Aditya Sidharta,KOMISARIS,Ya,154
108660,147,Henny Ratnasari Dewi,KOMISARIS,Ya,154
