FiscalYearEnds,DateOfStatement,Currency,Range,Cashnequivalent,CurrAsset,FixedAsset,TotalAsset,CurrliAbilities,LongtermDebt,MinInterest,TotalLiab,Paidupcap,TotEquity,TotSales,GrossProfit,OperateProfit,NetIncome,CashPptAct,CashInvAct,CashFinAct,Eps,BookValue,Der,Roa,Roe,Npm,Opm,SalesPct,NetIncomePct,TotAssetPct,TotalLiabilitiesPct,Id,DateCreated,DateModified,IsUpdateDate,IdField 
December,2016-03-31,IDR,1.0,460994073484.0,2100921793619.0,1135302282692.0,3236224076311.0,1088431346892.0,285695906949.0,0.0,1374127253841.0,5554000000.0,1862096822470.0,4860371483524.0,1536752186309.0,374277146619.0,248849016194.0,0.0,-47856246731.0,-47856246731.0,30.2414,402.17,0.74,0.0769,0.1336,0.05,0.08,10.86,-7.78,23.17,32.93,270,2016-03-24T16:05:36.59771,2016-10-01T00:03:52.127765,True,284
December,2016-06-30,USD,14657.0,631607.0,1842209.0,48452578.0,50294787.0,61288507.0,263134.0,0.0,61551641.0,587152700.0,-11256854.0,1802721.0,-436320.0,-1409752.0,-1409752.0,0.0,-311166.0,-311166.0,34.6533,-852.64,-5.47,-0.0374,0.167,-0.78,-0.78,62.32,224.59,-114.85,0.02,271,2016-03-24T16:05:36.737359,2016-10-01T00:03:52.20589,True,286
December,2016-06-30,IDR,1.0,17433397000.0,1029877373000.0,580161180000.0,1610038553000.0,437992784000.0,181390649000.0,0.0,619383433000.0,4007235107.0,990655120000.0,1804589724000.0,173163642000.0,86676939000.0,65895983000.0,0.0,-103014526000.0,-103014526000.0,71.047,284.91,0.63,0.0546,0.0887,0.04,0.05,8.28,69.41,12.62,7.8,272,2016-03-24T16:05:36.877984,2016-10-01T00:03:52.26839,True,287
December,2016-06-30,IDR,1.0,6397438222.0,384484420328.0,282495068807.0,666979489135.0,360184998361.0,15549972268.0,0.0,375734970629.0,1120000000.0,291244518506.0,718837761429.0,57917132170.0,9511566915.0,6674847778.0,0.0,37421888932.0,37421888932.0,37.3084,280.02,1.29,0.0133,0.0306,0.01,0.01,9.5,93.97,-1.72,-9.83,273,2016-03-24T16:05:37.018609,2016-10-01T00:03:52.346515,True,288
December,2016-06-30,IDR,1.0,82458000000.0,1153127000000.0,12236301000000.0,13389428000000.0,2552876000000.0,2156820000000.0,0.0,4709696000000.0,1742167907.0,8679732000000.0,739443000000.0,-185592000000.0,-1337406000000.0,-476410000000.0,0.0,-200825000000.0,-200825000000.0,-447.2784,4.0,0.54,-0.0474,-0.0732,-0.64,-1.81,28.46,28.98,3.59,-607.72,274,2016-03-24T16:05:37.159234,2016-10-01T00:03:52.42464,True,289
December,2016-06-30,IDR,1.0,6706362477.0,302492869293.0,1150667512131.0,1453160381425.0,355288962251.0,602137051487.0,0.0,957426013737.0,8687995734.0,495734367687.0,169735850615.0,-8663615352.0,-184185761122.0,-182312279492.0,0.0,-1083190035.0,-1083190035.0,-6.6013,56.7,1.93,-0.1673,-0.4903,-1.07,-1.09,-175.8,-179.96,-2.92,7.51,275,2016-03-24T16:05:37.284234,2016-10-01T00:03:52.48714,True,290
December,2016-06-30,IDR,1.0,112559222609.0,731258691057.0,445834977809.0,1177093668866.0,632245408415.0,165926971377.0,0.0,798175379792.0,405000000.0,378921289074.0,1713946192967.0,221684267562.0,50513368515.0,11470563293.0,0.0,-7685722347.0,-7685722347.0,82.5489,971.11,2.11,0.0097,0.0303,0.01,0.03,12.69,91.66,7.18,7.52,276,2016-03-24T16:05:37.409234,2016-10-01T00:03:52.565265,True,291
December,2016-06-30,IDR,1.0,117149540430.0,729611990058.0,1630573706082.0,2360185696140.0,206953401240.0,99178702307.0,0.0,306132103547.0,14929100000.0,2054053592593.0,609332771226.0,38647757679.0,-48126114497.0,-34359934113.0,0.0,-22984276426.0,-22984276426.0,-6.3463,118.06,0.15,-0.0194,-0.0223,-0.06,-0.08,0.65,158.14,-17.65,-1.23,277,2016-03-24T16:05:37.534234,2016-10-01T00:03:52.627765,True,292
December,2016-06-30,IDR,1.0,6117424541.0,79071678035.0,32671322395.0,111743000430.0,18368277527.0,11584929508.0,0.0,29953207035.0,138000000.0,81789793395.0,74283740437.0,14943967455.0,3436833718.0,3109706551.0,0.0,-59771000.0,-59771000.0,22.1977,681.84,0.37,0.0371,0.0507,0.04,0.05,-6.82,-175.81,14.56,20.28,278,2016-03-24T16:05:37.659234,2016-10-01T00:03:52.73714,True,293
December,2016-06-30,IDR,1.0,857932972262.0,5863208128291.0,3724099338362.0,9587307466653.0,958807465181.0,3913662153888.0,0.0,4872469619069.0,20662178685.0,4714837847584.0,2283102817186.0,991560120515.0,60543646508.0,70935261172.0,0.0,-308813046002.0,-308813046002.0,31.534,264.42,1.03,0.0099,0.0201,0.03,0.03,-8.37,23.32,0.61,-13.27,279,2016-03-24T16:05:37.784234,2016-10-01T00:03:52.83089,True,294
December,2016-06-30,IDR,1.0,48939000000.0,1133368000000.0,1081413000000.0,2214781000000.0,1228019000000.0,158941000000.0,0.0,1386960000000.0,120000.0,827821000000.0,1746627000000.0,734396000000.0,186539000000.0,141336000000.0,0.0,-133711858424.0,-133711858424.0,257.1979,1.0,1.68,0.1276,0.3415,0.08,0.11,9.9,23.07,37.05,14.06,280,2016-03-24T16:05:37.924859,2016-10-01T00:03:52.89339,True,824
December,2016-06-30,USD,14657.0,4605071.0,32315796.0,60979129.0,93294925.0,15096959.0,5545697.0,0.0,20642656.0,1000000000.0,72652269.0,78405972.0,18994167.0,7152959.0,4112460.0,0.0,-4254528.0,-4254528.0,120.5921,1.0,0.28,0.0588,0.0755,0.05,0.09,-11.73,28.19,1.62,-28.7,281,2016-03-24T16:05:38.061578,2016-10-01T00:03:53.002765,True,295
December,2016-06-30,IDR,1.0,2124752980457.0,8510651561028.0,4748692849446.0,13259344410474.0,2466068663526.0,304716875611.0,0.0,2770785539137.0,46875122110.0,10488558871337.0,13127806587343.0,6410896344137.0,2015834317429.0,1499222166110.0,0.0,-553025091551.0,-553025091551.0,48.905,239.66,0.26,0.1508,0.1906,0.11,0.15,8.75,7.25,10.58,9.44,282,2016-03-24T16:05:38.214898,2016-10-01T00:03:53.127765,True,296
December,2016-06-30,USD,14657.0,1026884.0,83471045.0,21789199.0,105260244.0,60435589.0,6768347.0,0.0,67203936.0,2272500000.0,38056308.0,43204206.0,7832142.0,204111.0,-1255403.0,0.0,67501.0,67501.0,-18.5845,185.29,1.77,-0.0159,-0.044,-0.03,0.0,-37.37,101.77,-20.37,-18.94,283,2016-03-24T16:05:38.372125,2016-10-01T00:03:53.23714,True,297
December,2016-06-30,IDR,1.0,63512233753.0,569752003885.0,50406263821.0,620158267706.0,487159450743.0,11237527875.0,0.0,498396978618.0,980843732.0,121761289088.0,1034315371450.0,201084153777.0,10424993607.0,7425507147.0,0.0,-198118182.0,-198118182.0,-7.0903,122.72,4.09,0.016,0.0813,0.01,0.01,3.8,232.03,3.71,4.28,284,2016-03-24T16:05:38.505914,2016-10-01T00:03:53.315265,True,298
December,2016-06-30,IDR,1.0,10563992828.0,79493180305.0,36366042344.0,115859222649.0,78480721560.0,14593807101.0,0.0,93074528661.0,76000000.0,22784693988.0,91064233625.0,20123726117.0,5659449651.0,-3568175678.0,0.0,-4724350000.0,-4724350000.0,-130.4521,276.24,4.08,-0.0411,-0.2088,-0.04,0.06,-27.69,46.27,-4.15,-2.23,285,2016-03-24T16:05:38.633843,2016-10-01T00:03:53.39339,True,299
December,2016-06-30,IDR,1.0,6388810951.0,70208431338.0,107018544989.0,177226976327.0,51849936779.0,16555077571.0,0.0,68405014350.0,697266668.0,108821961977.0,146010919365.0,51153403848.0,19388891401.0,11901232049.0,0.0,-3322979181.0,-3322979181.0,34.3812,173.22,0.63,0.0895,0.1458,0.08,0.13,0.87,9.13,4.76,-7.11,286,2016-03-24T16:05:38.766656,2016-10-01T00:03:53.502765,True,300
December,2016-06-30,IDR,1.0,118170562574.0,1363525626159.0,9626863139392.0,10990388765551.0,685496619304.0,1330598656867.0,0.0,2016095276171.0,6887846017.0,8974293489380.0,839485434547.0,418445700778.0,222084951572.0,212660012538.0,0.0,-282187350441.0,-282187350441.0,175.9596,1.0,0.22,0.0258,0.0316,0.25,0.26,-14.94,66.87,19.34,18.11,287,2016-03-24T16:05:38.902398,2016-10-01T00:03:53.61214,True,301
December,2016-06-30,IDR,1.0,14978699731.0,425961702909.0,92397807441.0,518359510349.0,294876094095.0,32900939601.0,0.0,328777033696.0,971190000.0,190582000000.0,183261552811.0,73665931115.0,6639545860.0,3906222320.0,0.0,-461861288.0,-461861288.0,9.5475,186.58,1.73,0.01,0.0273,0.02,0.04,16.95,39.79,8.23,14.52,288,2016-03-24T16:05:39.052789,2016-10-01T00:03:53.70589,True,302
December,2016-06-30,USD,13795.0,132589000.0,892540000.0,2809604000.0,3702144000.0,1457187000.0,456853000.0,0.0,1914040000.0,15775000000.0,1788104000.0,1321823000.0,-36432000.0,-183549000.0,-320029000.0,0.0,-27382000.0,-27382000.0,-145.333,1.0,1.07,-0.0864,-0.179,-0.24,-0.14,-2.74,-54.13,35.41,14.49,289,2016-03-24T16:05:39.171929,2016-10-01T00:03:53.79964,True,303
December,2016-06-30,IDR,1.0,64322824909.0,746366518221.0,28009300731.0,774375818952.0,285520486421.0,0.0,0.0,285520486421.0,3641694020.0,488855332531.0,109155074766.0,21455758918.0,21455758918.0,21362291789.0,0.0,-18955820117.0,-18955820117.0,7.6928,32.26,0.58,0.0368,0.0583,0.2,0.2,5.29,15.14,19.14,35.34,290,2016-03-24T16:05:39.312554,2016-10-01T00:03:53.877765,True,304
December,2016-06-30,IDR,1.0,78057732.0,51134568043.0,82425892323.0,875392760366.0,293667371562.0,4004576481.0,0.0,297671948043.0,3966350139.0,577720812323.0,111405388054.0,-32094184690.0,-58262612286.0,-35126918538.0,0.0,-300871676.0,-300871676.0,-8.0454,133.33,0.52,-0.0535,-0.0811,-0.32,-0.52,16.91,-12.59,-11.74,-6.18,292,2016-03-24T16:05:39.593804,2016-10-01T00:03:54.034015,True,306
December,2016-06-30,IDR,1.0,1698416227.0,1636993647922.0,79287406119.0,1716281054041.0,101388196375.0,1361214080.0,0.0,102749410455.0,5630000914.0,1613531643586.0,21790367156.0,7380069302.0,-4718307536.0,-6080344307.0,0.0,0.0,0.0,-1.8509,286.51,0.06,-0.0047,-0.005,-0.28,-0.22,-124.37,31.59,-0.26,-1.75,293,2016-03-24T16:05:39.734429,2016-10-01T00:03:54.11214,True,307
December,2016-06-30,USD,13795.0,21577794.0,50275020.0,216960208.0,267235228.0,37690470.0,102646355.0,0.0,140336825.0,2577028572.0,126898403.0,47126847.0,13582128.0,7494010.0,49293.0,0.0,-108371.0,-108371.0,-156.3976,569.11,1.11,0.0002,0.0004,0.0,0.16,-45.27,103.88,-19.24,-22.64,294,2016-03-24T16:05:39.883843,2016-10-01T00:03:54.17464,True,308
December,2016-06-30,IDR,1.0,277948000000.0,556641000000.0,3759294000000.0,4315935000000.0,697706000000.0,119530000000.0,0.0,817236000000.0,3042649384.0,3498699000000.0,1886928000000.0,70672400000.0,706724000000.0,461058000000.0,0.0,-463130000000.0,-463130000000.0,260.8926,1.0,0.23,0.1424,0.1757,0.24,0.37,11.17,20.9,12.84,3.32,295,2016-03-24T16:05:40.025445,2016-10-01T00:03:54.23714,True,309
December,2016-06-30,IDR,1.0,185190694734.0,508655537224.0,110139487740.0,618795024964.0,138059640644.0,21657369489.0,0.0,159717010133.0,520160000.0,459078014831.0,271310988242.0,90752374296.0,40718930977.0,35905457788.0,0.0,-8001911220.0,-8001911220.0,69.6592,908.79,0.35,0.0774,0.1043,0.13,0.15,8.42,23.12,3.87,5.88,296,2016-03-24T16:05:40.158257,2016-10-01T00:03:54.29964,True,310
December,2016-06-30,IDR,1.0,25583820200.0,363596167699.0,195528935332.0,559125103032.0,205462681190.0,212808363436.0,0.0,418271044626.0,787851525.0,140854058407.0,195822943269.0,57573953933.0,37167341755.0,9002116676.0,0.0,-9187591701.0,-9187591701.0,13.8549,166.02,2.97,0.0215,0.0852,0.05,0.19,-8.89,-50.13,-10.19,-15.18,297,2016-03-24T16:05:40.327203,2016-10-01T00:03:54.377765,True,311
December,2016-06-30,IDR,1.0,6231983936.0,445818172943.0,345694186710.0,791512359653.0,349951660342.0,38647321063.0,0.0,388598981405.0,1008517669.0,402913378248.0,341826044187.0,79023315401.0,5247133737.0,3782594055.0,0.0,-126224531.0,-126224531.0,4.8102,400.23,0.96,0.0064,0.0125,0.01,0.02,-6.88,-39.54,-4.71,-10.05,298,2016-03-24T16:05:40.468804,2016-10-01T00:03:54.440265,True,312
December,2016-06-30,IDR,1.0,48202688509.0,111340053608.0,31663355387.0,143003408995.0,21426508761.0,4607084953.0,0.0,26033593714.0,9600000.0,116969815281.0,126714873207.0,5672339632.0,934423139.0,1978605469.0,0.0,-11304493322.0,-11304493322.0,42.6481,1.0,0.22,0.0184,0.0226,0.02,0.01,-13.55,86.58,-1.97,-4.73,299,2016-03-24T16:05:40.627984,2016-10-01T00:03:54.502765,True,313
December,2016-06-30,IDR,1.0,506775141351.0,4283677477706.0,1193079858803.0,5476757336509.0,1140995759536.0,702465808616.0,0.0,1843461568152.0,696000000.0,3633295768357.0,2120553079169.0,1112435351880.0,914621058590.0,910576225398.0,0.0,-20717214785.0,-20717214785.0,1.0,5.0,0.51,0.1663,0.2506,0.43,0.43,-9.81,-34.75,9.47,-19.36,300,2016-03-24T16:05:40.789117,2016-10-01T00:03:54.565265,True,315
December,2016-06-30,IDR,1.0,19607448475.0,2221940989958.0,54752298125.0,2276693288083.0,950298741977.0,0.0,0.0,950298741977.0,150000000.0,1326394546106.0,600469437918.0,90867302594.0,54738086246.0,45805123002.0,0.0,53528078940.0,53528078940.0,-368.5454,8.0,0.72,0.0268,0.046,0.08,0.09,9.63,266.19,-6.89,9.15,301,2016-03-24T16:05:40.932671,2016-10-01T00:03:54.627765,True,316
December,2016-06-30,IDR,1.0,31747663000.0,98686721000.0,143043822000.0,241730543000.0,126938115000.0,9716567000.0,0.0,136654682000.0,21250000.0,105075861000.0,50400702000.0,13325104000.0,-13416801000.0,-32812050000.0,0.0,-8806380354.0,-8806380354.0,-1.0,4.0,1.3,-0.181,-0.4164,-0.65,-0.27,-2.57,-24.71,40.53,62.71,302,2016-03-24T16:05:41.078179,2016-10-01T00:03:54.690265,True,317
December,2016-03-31,IDR,1.0,1839366003277.0,33576937023270.0,7749621154779.0,41326558178049.0,4856883553932.0,17552910065775.0,0.0,22409793619707.0,23077689619.0,18916764558342.0,8910177991351.0,3911993965980.0,1490332618954.0,535393802755.0,0.0,-175647628332.0,-175647628332.0,53.5025,844.54,1.18,0.013,0.0283,0.06,0.17,6.07,-35.21,5.69,10.72,303,2016-03-24T16:05:41.218804,2016-10-01T00:03:54.752765,True,318
December,2016-06-30,IDR,1.0,204923000000.0,1616890000000.0,1104548000000.0,2721438000000.0,153024000000.0,268323000000.0,0.0,421347000000.0,1170432803.0,2300091000000.0,63210000000.0,25305000000.0,-160288000000.0,-160315000000.0,0.0,93968000000.0,93968000000.0,48.0216,1.0,0.18,-0.0785,-0.0929,-2.54,-2.54,2.28,-131.89,-15.82,-8.65,304,2016-03-24T16:05:41.375054,2016-10-01T00:03:54.815265,True,319
December,2016-06-30,IDR,1.0,946658000000.0,2272941000000.0,1616350000000.0,3889291000000.0,2439014000000.0,344110000000.0,0.0,2783124000000.0,2917918080.0,1106167000000.0,9006893000000.0,5671255000000.0,2244821000000.0,1780848000000.0,0.0,-366237000000.0,-366237000000.0,793.0929,348.34,2.52,0.4579,1.6099,0.2,0.25,24.3,44.02,22.19,2.64,305,2016-03-24T16:05:41.531304,2016-10-01T00:03:54.877765,True,320
December,2016-06-30,IDR,1.0,10732189346.0,1177817708815.0,379355988.0,1178197064803.0,6124728717.0,0.0,0.0,6124728717.0,2588250000.0,1172072336086.0,1832717659.0,-6665953820.0,-6665953820.0,-19985471546.0,0.0,-30000000.0,-30000000.0,38.3384,466.67,0.01,-0.0226,-0.0227,-10.9,-3.64,88.94,41.55,-0.59,39.37,306,2016-03-24T16:05:41.671929,2016-10-01T00:03:54.971515,True,321
December,2016-06-30,IDR,1.0,16765363783.0,38801276325.0,332421749113.0,371223025438.0,73280407505.0,23689985861.0,0.0,96970303366.0,350000.0,274252722072.0,124243874662.0,35836687267.0,948516235.0,484892175.0,0.0,-399321890.0,-399321890.0,-72.0499,740.98,0.35,0.0017,0.0024,0.0,0.01,-19.89,104.26,-13.77,-45.72,307,2016-03-24T16:05:41.828179,2016-10-01T00:03:55.065265,True,322
December,2016-06-30,IDR,1.0,737114000000.0,1268557000000.0,7580235000000.0,8848792000000.0,571162000000.0,939652000000.0,0.0,1510814000000.0,6822863965.0,7337978000000.0,4189615000000.0,1115841000000.0,835906000000.0,623312000000.0,0.0,-216123000000.0,-216123000000.0,33.0196,1.0,0.21,0.0704,0.0849,0.15,0.2,-25.85,-174.18,-0.46,-18.55,308,2016-03-24T16:05:41.969781,2016-10-01T00:03:55.14339,True,323
December,2016-06-30,IDR,1.0,419956000000.0,3095258000000.0,2697563000000.0,5792821000000.0,3008033000000.0,1018082000000.0,0.0,4026115000000.0,1560000000.0,1766706000000.0,4838655000000.0,811651000000.0,248792000000.0,24272000000.0,0.0,-262503000000.0,-262503000000.0,42.2244,1.0,2.28,0.0056,0.0183,0.01,0.05,-8.15,-17.9,6.15,9.49,309,2016-03-24T16:05:42.127984,2016-10-01T00:03:55.23714,True,324
December,2016-06-30,IDR,1.0,547787138.0,27736756081.0,1175757083193.0,1203493839274.0,214288321586.0,122591348065.0,0.0,336879669651.0,9000000000.0,866614169623.0,101381063716.0,1193248509.0,-50822598371.0,-49110170253.0,0.0,-2834182357.0,-2834182357.0,-1.931,88.37,0.39,-0.0544,-0.0756,-0.48,-0.5,100.0,100.0,100.0,100.0,310,2016-03-24T16:05:42.294,2016-10-01T00:03:55.315265,True,325
December,2016-06-30,IDR,1.0,307780226000.0,1923131006000.0,1915017738000.0,3838148744000.0,1901957138000.0,926212034000.0,0.0,2828169172000.0,1791000000.0,1009979572000.0,3534400806000.0,362188792000.0,14658782000.0,-70952675000.0,0.0,-150640322000.0,-150640322000.0,149.9423,766.69,2.8,-0.0246,-0.0937,-0.02,0.0,16.17,150.05,8.15,-17.25,311,2016-03-24T16:05:42.437554,2016-10-01T00:03:55.39339,True,326
December,2016-06-30,IDR,1.0,931698208.0,41084296367.0,733083648022.0,774167944389.0,50921291862.0,124776614828.0,0.0,175697906690.0,2313240330.0,598470037699.0,57547314323.0,30226477854.0,6306743335.0,1925808938.0,0.0,-13637538450.0,-13637538450.0,1.4585,180.63,0.29,0.0033,0.0043,0.03,0.11,1.53,47.32,3.86,14.58,312,2016-03-24T16:05:42.598687,2016-10-01T00:03:55.471515,True,327
December,2016-06-30,IDR,1.0,931698208.0,41084296367.0,733083648022.0,774167944389.0,50921291862.0,124776614828.0,0.0,175697906690.0,2313240330.0,598470037699.0,57547314323.0,30226477854.0,6306743335.0,1925808938.0,0.0,-13637538450.0,-13637538450.0,1.044,180.63,0.29,0.0033,0.0043,0.03,0.11,1.53,26.4,3.86,14.58,313,2016-03-24T16:05:42.749078,2016-10-01T00:03:55.534015,True,328
December,2016-06-30,IDR,1.0,290374000000.0,5905493000000.0,3591364000000.0,9496857000000.0,3353552000000.0,3194043000000.0,0.0,6547595000000.0,1660000000.0,2949262000000.0,9401068000000.0,4184869000000.0,41710000000.0,27367000000.0,0.0,-421887000000.0,-421887000000.0,55.7843,1.0,2.22,0.0038,0.0124,0.0,0.0,8.38,27.97,9.55,12.67,314,2016-03-24T16:05:42.906304,2016-10-01T00:03:55.596515,True,329
December,2016-06-30,IDR,1.0,14433641574.0,145746544170.0,25050614179.0,170797158349.0,83409838000.0,11193628060.0,0.0,94603466060.0,45698000000.0,76193692289.0,57601761900.0,27443001088.0,33843985861.0,20177121534.0,0.0,-371533800.0,-371533800.0,84.1599,294.45,1.24,0.2025,0.454,0.35,0.59,100.0,100.0,100.0,100.0,315,2016-03-24T16:05:43.046929,2016-10-01T00:03:55.659015,True,927
December,2016-06-30,USD,14657.0,40287555.0,159613663.0,437299835.0,596913498.0,111125326.0,130613191.0,0.0,241738517.0,9182946945.0,355174981.0,186457170.0,20779840.0,-13703976.0,-17207823.0,0.0,-7989846.0,-7989846.0,-2.8643,491.09,0.68,-0.0384,-0.0646,-0.09,-0.07,-7.72,-356.68,-0.65,7.55,316,2016-03-24T16:05:43.203179,2016-10-01T00:03:55.721515,True,330
December,2016-06-30,IDR,1.0,137211649000.0,42210045242000.0,1752791633000.0,43962836875000.0,40098838624000.0,0.0,0.0,40098838624000.0,3913107975.0,3863998251000.0,3626767705000.0,1234126278000.0,627194153000.0,530497796000.0,0.0,438536768000.0,438536768000.0,254.9893,1.0,10.38,0.0161,0.1831,0.15,0.17,18.13,40.38,21.85,21.27,317,2016-03-24T16:05:43.375054,2016-10-01T00:03:55.815265,True,331
December,2016-06-30,USD,14657.0,12585262.0,64954784.0,38212250.0,103167034.0,33192325.0,2411293.0,0.0,35603618.0,1227271952.0,67563104.0,150483028.0,50365739.0,32212548.0,23946901.0,0.0,-1731717.0,-1731717.0,273.273,825.16,0.53,0.3095,0.4726,0.16,0.21,5.09,-17.54,2.35,-71.55,318,2016-03-24T16:05:43.531304,2016-10-01T00:03:55.877765,True,333
December,2016-06-30,USD,14657.0,34288413.0,83532227.0,245372659.0,328904886.0,43402024.0,46321514.0,0.0,89723538.0,1750026639.0,239181348.0,71515721.0,17298458.0,2262552.0,261195.0,0.0,-5883697.0,-5883697.0,-90.7134,1.0,0.38,0.0011,0.0015,0.0,0.03,100.0,100.0,100.0,100.0,319,2016-03-24T16:05:43.687554,2016-10-01T00:03:55.940265,True,334
December,2016-06-30,IDR,1.0,30542161657.0,425976821177.0,176664398017.0,602641219194.0,87254190059.0,58798092853.0,0.0,146052282912.0,1070000000.0,456588936282.0,483342326154.0,233263170295.0,4537967896.0,2758796948.0,0.0,-72536842248.0,-72536842248.0,15.4096,413.46,0.32,0.0061,0.0081,0.01,0.01,3.65,36.3,14.7,43.54,320,2016-03-24T16:05:43.843804,2016-10-01T00:03:56.002765,True,335
December,2016-06-30,IDR,1.0,125766000000.0,9297721000000.0,443541000000.0,9741262000000.0,8346449000000.0,0.0,0.0,8346449000000.0,6513640035.0,1394813000000.0,749028000000.0,271676000000.0,69299000000.0,55253000000.0,0.0,1202916000000.0,1202916000000.0,10.05,221.06,5.98,0.0076,0.0528,0.07,0.09,0.13,25.65,9.46,8.82,321,2016-03-24T16:05:43.984429,2016-10-01T00:03:56.065265,True,336
December,2016-06-30,IDR,1.0,128731779000.0,1138695199000.0,990371888000.0,2129067087000.0,521311577000.0,74007513000.0,0.0,595319090000.0,3921553840.0,1533747997000.0,1012151776000.0,0.0,313390334000.0,185900533000.0,0.0,-204672442000.0,-204672442000.0,114.1782,464.97,0.39,0.1164,0.1616,0.18,0.31,14.64,37.65,23.52,33.92,322,2016-03-24T16:05:44.156304,2016-10-01T00:03:56.14339,True,337
December,2016-03-31,USD,14657.0,29054680.0,30633161.0,143084670.0,173717831.0,11227196.0,4040973.0,0.0,15268169.0,3569587140.0,158449662.0,0.0,-7852578.0,-7852578.0,-6650295.0,0.0,-11219916.0,-11219916.0,-16.7763,588.24,0.1,-0.051,-0.056,0.0,0.0,100.0,100.0,100.0,100.0,323,2016-03-24T16:05:44.312554,2016-10-01T00:03:56.221515,True,338
December,2016-03-31,IDR,1.0,1148686416585.0,3151149017930.0,9421030033044.0,12572179050974.0,2421578818114.0,4656204994074.0,0.0,7077783812188.0,12533067322.0,5494395238786.0,2069430817625.0,1094424925226.0,768477269111.0,303113217917.0,0.0,-22938610748.0,-22938610748.0,19.7922,487.96,1.29,0.0321,0.0736,0.15,0.37,-43.21,-192.48,12.61,15.25,324,2016-03-24T16:05:44.468804,2016-10-01T00:03:56.284015,True,339
December,2016-03-31,IDR,1.0,24289436194.0,766238493851.0,1812122324936.0,2578360818787.0,729343237984.0,491196294046.0,0.0,1220539532030.0,4574697999.0,1357821286757.0,962803414524.0,416041115703.0,23718983311.0,11986227644.0,0.0,-22938610748.0,-22938610748.0,19.7922,487.96,0.9,0.0062,0.0118,0.01,0.02,47.48,79.48,79.75,81.62,325,2016-03-24T16:05:44.625054,2016-10-01T00:03:56.39339,True,340
December,2015-12-31,USD,14657.0,224120968.0,823380890.0,1774936241.0,2598317131.0,452032290.0,1274288830.0,0.0,1726321120.0,3332451450.0,871996011.0,418057146.0,158855608.0,3296997.0,-41236788.0,0.0,-149212724.0,-149212724.0,-744.7084,2.0,1.98,-0.0212,-0.0631,-0.1,0.01,-19.45,105.27,7.13,19.3,326,2016-03-24T16:05:44.781304,2016-10-01T00:03:56.51839,True,341
December,2016-06-30,IDR,1.0,986868000000.0,58488312000000.0,3116853000000.0,61605165000000.0,54390028000000.0,0.0,0.0,54390028000000.0,6963775206.0,7215137000000.0,4744420000000.0,2415990000000.0,936783000000.0,847856000000.0,0.0,-1510712000000.0,-1510712000000.0,155.0679,1.0,7.54,0.0184,0.1567,0.18,0.2,-1.9,-2.66,3.5,-4.54,327,2016-03-24T16:05:44.968804,2016-10-01T00:03:56.61214,True,342
December,2016-06-30,IDR,1.0,140831570000.0,483679971000.0,157966847000.0,641646818000.0,132435895000.0,35667641000.0,0.0,168103536000.0,22400000.0,473543282000.0,983446471000.0,496256312000.0,186513979000.0,142545462000.0,0.0,-23439979000.0,-23439979000.0,8.6614,23.47,0.35,0.2222,0.301,0.14,0.19,8.36,38.21,14.7,34.71,328,2016-03-24T16:05:45.125054,2016-10-01T00:03:56.70589,True,343
December,2016-06-30,IDR,1.0,580044495772.0,1290831093243.0,3136194709969.0,4427025803212.0,336557281272.0,1569539505799.0,0.0,1906096787071.0,15235671880.0,2520929016141.0,397792004867.0,286667268848.0,171517712188.0,100787782603.0,0.0,-472344566320.0,-472344566320.0,14.2991,180.27,0.76,0.0304,0.0533,0.25,0.43,20.31,35.7,21.85,33.83,329,2016-03-24T16:05:45.312554,2016-10-01T00:03:56.83089,True,344
December,2016-06-30,IDR,1.0,77358000000.0,4718467000000.0,151191000000.0,4869658000000.0,3329127000000.0,0.0,0.0,3329127000000.0,1325000000.0,1540531000000.0,1268120000000.0,226991000000.0,226991000000.0,169807000000.0,0.0,-20472000000.0,-20472000000.0,193.5728,1.0,2.16,0.0465,0.147,0.13,0.18,-9.16,-3.27,-17.88,-38.71,330,2016-03-24T16:05:45.477593,2016-10-01T00:03:56.940265,True,345
December,2016-06-30,IDR,1.0,15451920049.0,35655126076.0,149131562773.0,184786688849.0,13496973090.0,8764163000.0,0.0,22281136090.0,757581000.0,162505552759.0,84504786568.0,21223384007.0,21223384007.0,16469954346.0,0.0,-11610775401.0,-11610775401.0,24.1139,224.36,0.14,0.0891,0.1014,0.19,0.25,16.48,18.71,12.4,33.48,331,2016-03-24T16:05:45.640679,2016-10-01T00:03:57.01839,True,346
December,2016-06-30,IDR,1.0,11642648042.0,483532203460.0,13272966052.0,496805169512.0,356551513387.0,0.0,0.0,356551513387.0,1000000000.0,140253656125.0,101497274043.0,3261936516.0,3261936516.0,2420624236.0,0.0,-4911044250.0,-4911044250.0,-11.2424,133.59,2.54,0.0065,0.023,0.02,0.03,-38.87,141.25,-31.22,-43.84,332,2016-03-24T16:05:45.796929,2016-10-01T00:03:57.096515,True,347
