FiscalYearEnds,DateOfStatement,Currency,Range,Cashnequivalent,CurrAsset,FixedAsset,TotalAsset,CurrliAbilities,LongtermDebt,MinInterest,TotalLiab,Paidupcap,TotEquity,TotSales,GrossProfit,OperateProfit,NetIncome,CashPptAct,CashInvAct,CashFinAct,Eps,BookValue,Der,Roa,Roe,Npm,Opm,SalesPct,NetIncomePct,TotAssetPct,TotalLiabilitiesPct,Id,DateCreated,DateModified,IsUpdateDate,IdField
December,2016-06-30,IDR,1.0,27102000000000.0,105161000000000.0,140274000000000.0,245435000000000.0,76242000000000.0,42660000000000.0,0.0,118902000000000.0,40483553140.0,126533000000000.0,184196000000000.0,36710000000000.0,19630000000000.0,14464000000000.0,0.0,-4082000000000.0,-4082000000000.0,351.5502,3.0,0.94,0.0589,0.1143,0.08,0.11,-4.87,-13.15,2.73,0.36,46,2016-03-24T16:05:15.275445,2016-10-01T00:03:36.846515,True,50
December,2016-06-30,IDR,1.0,14724746035.0,329592000000.0,67728476321.0,397320516518.0,237747359812.0,0.0,0.0,237747359812.0,300000000.0,159573156518.0,148889907297.0,41991231378.0,11606362767.0,13335927863.0,0.0,-33202847472.0,-33202847472.0,97.7021,566.36,1.49,0.0448,0.1114,0.09,0.08,3.26,65.16,17.55,22.34,47,2016-03-24T16:05:15.35357,2016-10-01T00:03:36.89339,True,51
December,2016-06-30,IDR,1.0,15427564640.0,427975594675.0,67405156850.0,495380751525.0,280504839153.0,0.0,0.0,280504839153.0,1442479400.0,214875912372.0,138759653687.0,-10159837438.0,-6244890658.0,-716327367.0,0.0,13172695202.0,13172695202.0,21.0914,166.91,1.31,-0.0019,-0.0044,-0.01,-0.05,-22.33,293.31,19.32,13.0,48,2016-03-24T16:05:15.41607,2016-10-01T00:03:36.92464,True,52
December,2016-06-30,IDR,1.0,235274054000.0,2327522989000.0,14757185929000.0,17084708918000.0,2693808310000.0,8318209363000.0,0.0,11012017673000.0,19649411888.0,6072691245000.0,2169770238000.0,1670012218000.0,1335630734000.0,62578775000.0,0.0,50398623000.0,50398623000.0,56.8046,363.85,1.81,0.0049,0.0137,0.03,0.62,-34.8,18.59,8.65,10.68,49,2016-03-24T16:05:15.44732,2016-10-01T00:03:36.95589,True,53
December,2016-06-30,IDR,1.0,44065104508.0,1209716196061.0,180040411325.0,1389756607386.0,1120826039660.0,0.0,0.0,1120826039660.0,214559422.0,268930567726.0,510410870983.0,65510916830.0,69111240079.0,55070131803.0,0.0,5500697821.0,5500697821.0,514.1984,1.0,4.17,0.0528,0.273,0.11,0.14,14.45,4.62,8.74,7.53,50,2016-03-24T16:05:15.50982,2016-10-01T00:03:37.002765,True,54
December,2016-06-30,IDR,1.0,19655641761.0,304931549681.0,2493509643793.0,2798441193474.0,649787845126.0,1286900244209.0,0.0,1936688089335.0,3397500000.0,861753104139.0,996361213207.0,292841738610.0,49835792250.0,40467532154.0,0.0,74870324906.0,74870324906.0,13.2777,254.0,2.25,0.0193,0.0626,0.04,0.05,11.03,-33.76,8.07,10.79,51,2016-03-24T16:05:15.587945,2016-10-01T00:03:37.034015,True,55
December,2016-06-30,IDR,1.0,331912800978.0,1772880553131.0,456867576570.0,2229748129701.0,1495176381442.0,87696791153.0,0.0,1582873172595.0,1875000000.0,646874957106.0,2102789632317.0,344918401453.0,87979169528.0,9430398583.0,0.0,-33530018853.0,-33530018853.0,17.6767,384.2,2.45,0.0056,0.0194,0.0,0.04,18.03,-20.77,30.42,26.36,52,2016-03-24T16:05:15.619195,2016-10-01T00:03:37.065265,True,56
December,2016-06-30,IDR,1.0,977854000000.0,4796770000000.0,9542340000000.0,14339110000000.0,3625907000000.0,569777000000.0,0.0,4195684000000.0,4819733000.0,10143426000000.0,11723787000000.0,1730740000000.0,433596000000.0,318567000000.0,0.0,-178895000000.0,-178895000000.0,63.1471,2.0,0.41,0.0222,0.0314,0.03,0.04,11.05,-0.02,0.75,-2.83,54,2016-03-24T16:05:15.712945,2016-10-01T00:03:37.159015,True,58
December,2016-06-30,IDR,1.0,85045000000.0,10730900000000.0,375939000000.0,11106887000000.0,777656000000.0,9035950000000.0,0.0,9813607000000.0,1503232706.0,1293280000000.0,207858000000.0,0.0,10323000000.0,58710000000.0,0.0,-81023000000.0,-81023000000.0,0.6932,97.68,7.59,0.007,0.0605,0.28,0.05,12.73,42.25,18.16,15.99,55,2016-03-24T16:05:15.775445,2016-10-01T00:03:37.190265,True,59
December,2016-06-30,IDR,1.0,34488000000.0,10817278000000.0,301142000000.0,11118420000000.0,10113983000000.0,0.0,0.0,10113983000000.0,6404462572.0,1004437000000.0,838342000000.0,218557000000.0,93734000000.0,67772000000.0,0.0,-9071000000.0,-9071000000.0,18.5169,182.83,10.07,0.0081,0.09,0.08,0.11,17.63,26.04,12.29,11.42,56,2016-03-24T16:05:15.837945,2016-10-01T00:03:37.23714,True,60
December,2016-06-30,IDR,1.0,25793877146.0,653572432431.0,304869767524.0,958442199955.0,839844948120.0,8006293271.0,0.0,847851241391.0,1800000000.0,110590958564.0,904180960049.0,24468936076.0,-80535531707.0,-60974962515.0,0.0,7934496976.0,7934496976.0,20.491,99.65,7.67,-0.0848,-0.7351,-0.07,-0.09,-44.39,210.9,-9.19,-16.06,57,2016-03-24T16:05:15.88482,2016-10-01T00:03:37.26839,True,62
December,2016-06-30,IDR,1.0,13630994353.0,78541845651.0,1126182652277.0,1204724497928.0,247265664090.0,456908081573.0,0.0,704173745663.0,3573766300.0,500550752265.0,170480118683.0,123590538318.0,86671683274.0,120797154318.0,0.0,-135834084282.0,-135834084282.0,44.7467,161.44,1.41,0.1003,0.2413,0.71,0.51,40.43,64.56,34.85,36.82,58,2016-03-24T16:05:15.931695,2016-10-01T00:03:37.315265,True,63
December,2016-03-31,IDR,1.0,5883792150.0,134216796427.0,43801113493.0,178017909920.0,44400426106.0,33733997663.0,0.0,78134423769.0,661784520.0,99883486151.0,16944098191.0,12169879143.0,4862754748.0,337065925.0,0.0,0.0,0.0,15.562,156.47,0.78,0.0025,0.0045,0.02,0.29,23.55,32.34,1.15,-0.3,59,2016-03-24T16:05:15.962945,2016-10-01T00:03:37.346515,True,64
December,2016-03-31,IDR,1.0,5698750000.0,546906683000.0,280362641000.0,827269324000.0,346131564000.0,34468789000.0,0.0,380600353000.0,1300000000.0,446668971000.0,796995178000.0,320700025000.0,45918364000.0,28377374000.0,0.0,-3960766000.0,-3960766000.0,1.3597,421.25,0.85,0.0457,0.0847,0.04,0.06,-7.46,-32.58,-6.44,-66.75,60,2016-03-24T16:05:16.00982,2016-10-01T00:03:37.377765,True,65
December,2016-06-30,IDR,1.0,263423414006.0,424772752057.0,223893455242.0,648666207299.0,277967166285.0,6882336406.0,0.0,284849502691.0,353220780.0,363816704608.0,1011651774118.0,75029635888.0,22359510413.0,18286477460.0,0.0,9981514963.0,9981514963.0,50.1041,1.0,0.78,0.0376,0.067,0.02,0.02,-0.64,-29.76,-4.16,-16.84,61,2016-03-24T16:05:16.10357,2016-10-01T00:03:37.440265,True,67
December,2016-06-30,IDR,1.0,17849460000000.0,572815469000000.0,21557301000000.0,594372770000000.0,501945424000000.0,0.0,0.0,501945424000000.0,24655010000.0,89624940000000.0,47081728000000.0,35868796000000.0,22657114000000.0,18018653000000.0,0.0,-51820664000000.0,-51820664000000.0,776.7904,4.0,5.6,0.0303,0.201,0.38,0.48,6.88,10.81,8.71,6.2,62,2016-03-24T16:05:16.16607,2016-10-01T00:03:37.471515,True,68
December,2016-06-30,IDR,1.0,12456481050.0,2063447324682.0,82072464666.0,2145519789348.0,1721882585127.0,0.0,0.0,1721882585127.0,3650000000.0,423637204221.0,180657551064.0,67591354460.0,9029686499.0,5924836264.0,0.0,-71658770.0,-71658770.0,2.6526,104.12,4.06,0.0037,0.0186,0.03,0.05,100.0,100.0,100.0,100.0,63,2016-03-24T16:05:16.244195,2016-10-01T00:03:37.51839,True,819
December,2016-06-30,IDR,1.0,850473000000.0,90777939000000.0,3588563000000.0,94366502000000.0,86831323000000.0,0.0,0.0,86831323000000.0,9086620432.0,7535179000000.0,8303973000000.0,2897438000000.0,1172663000000.0,960425000000.0,0.0,-2086598000000.0,-2086598000000.0,127.2973,990.33,11.52,0.0102,0.1275,0.12,0.14,-449.05,12.23,12.83,12.06,64,2016-03-24T16:05:16.313531,2016-10-01T00:03:37.54964,True,70
December,2016-06-30,IDR,1.0,55425533059.0,3375883518688.0,65204544720.0,3441088063408.0,2364625751305.0,0.0,0.0,2364625751305.0,1645796054.0,1076462312103.0,414027084256.0,68992309615.0,68992309615.0,51904418615.0,0.0,-8054000000.0,-8054000000.0,39.7692,665.41,2.2,0.0201,0.0643,0.13,0.17,-19.01,-28.35,-15.49,-25.89,65,2016-03-24T16:05:16.38482,2016-10-01T00:03:37.596515,True,71
December,2016-06-30,IDR,1.0,145432298124.0,8869080750198.0,290924712706.0,9160005462904.0,7045811241816.0,0.0,0.0,7045811241816.0,4090090000.0,2114194221088.0,724760370082.0,483746878018.0,230207945085.0,168384028136.0,0.0,-4611664138.0,-4611664138.0,47.068,655.03,3.33,0.0245,0.1062,0.23,0.32,37.49,-15.76,12.96,10.91,66,2016-03-24T16:05:16.44732,2016-10-01T00:03:37.64339,True,72
December,2016-06-30,IDR,1.0,12890427000000.0,486373241000000.0,22222047000000.0,508595288000000.0,412727677000000.0,0.0,0.0,412727677000000.0,18648656458.0,78438222000000.0,36895081000000.0,25560196000000.0,11412081000000.0,9066581000000.0,0.0,-15914866000000.0,-15914866000000.0,468.8116,4.0,5.26,0.0178,0.1156,0.25,0.31,13.85,44.41,20.06,18.78,67,2016-03-24T16:05:16.494195,2016-10-01T00:03:37.690265,True,73
December,2016-06-30,IDR,1.0,28771635000000.0,862027079000000.0,16399233000000.0,878426312000000.0,765229133000000.0,0.0,0.0,765299133000000.0,24669162000.0,113127179000000.0,85434037000000.0,58279767000000.0,30512907000000.0,25397742000000.0,0.0,-11299409000000.0,-11299409000000.0,987.106,5.0,6.76,0.0289,0.2245,0.3,0.36,11.13,1.89,14.82,13.31,69,2016-03-24T16:05:16.619195,2016-10-01T00:03:37.752765,True,75
December,2016-06-30,USD,14657.0,3701268.0,7053897.0,158002482.0,165056379.0,34013703.0,33966292.0,0.0,67979995.0,5367076248.0,97076384.0,19762086.0,-2560157.0,-4567631.0,-7762070.0,0.0,2573246.0,2573246.0,-19.2736,178.02,0.7,-0.0627,-0.1066,-0.39,-0.23,-27.28,-3.88,-9.82,17.39,70,2016-03-24T16:05:16.712945,2016-10-01T00:03:37.79964,True,76
December,2016-06-30,IDR,1.0,1181219000000.0,167152103000000.0,4655489000000.0,171807592000000.0,157947485000000.0,0.0,0.0,157947485000000.0,10582345000.0,13860107000000.0,14966209000000.0,8155133000000.0,2533605000000.0,1850907000000.0,0.0,-2051626000000.0,-2051626000000.0,196.8414,1.0,11.4,0.0108,0.1335,0.12,0.17,13.05,20.26,17.71,16.73,71,2016-03-24T16:05:16.775445,2016-10-01T00:03:37.846515,True,77
December,2016-06-30,IDR,1.0,28291628280.0,3017860000000.0,133503000000.0,3151364677750.0,32125248057.0,2800000000000.0,0.0,2832127659105.0,2515160000.0,319237018645.0,128192829184.0,728474911.0,25146321783.0,21197059545.0,0.0,-3494757845.0,-3494757845.0,24.5163,232.77,8.87,0.009,0.0885,0.17,0.2,23.66,61.57,15.68,9.53,72,2016-03-24T16:05:16.837945,2016-10-01T00:03:37.877765,True,78
December,2016-03-31,IDR,1.0,2525411000000.0,15626216000000.0,136379400000.0,16990010000000.0,12823268000000.0,0.0,0.0,12823268000000.0,4136062200.0,4166742000000.0,943412000000.0,17804000000.0,17804000000.0,18810000000.0,0.0,378418000000.0,378418000000.0,-0.0102,1.0,3.08,0.0015,0.006,0.02,0.02,8.58,298408.33,18.6,16.69,73,2016-03-24T16:05:16.88482,2016-10-01T00:03:37.92464,True,79
December,2016-06-30,IDR,1.0,345946000000.0,12813400000000.0,491503000000.0,13304881000000.0,411152000000.0,11631300000000.0,0.0,12042402000000.0,1662370000000000.0,1262479000000.0,96494000000.0,27060000000.0,-440017000000.0,-457139000000.0,0.0,74217000000.0,74217000000.0,-0.2388,1.08,9.54,-0.0458,-0.4828,-4.74,-4.56,18.1,-119.7,11.92,13.61,74,2016-03-24T16:05:16.962945,2016-10-01T00:03:37.971515,True,80
December,2016-06-30,IDR,1.0,7699180017.0,191455553981.0,461865209026.0,653320763007.0,373795349349.0,20567940746.0,0.0,394363290095.0,1429915525.0,258957472913.0,136088499667.0,61568546314.0,8729755765.0,8385936722.0,0.0,-14166364596.0,-14166364596.0,26.3172,191.49,1.52,0.0171,0.0432,0.06,0.06,15.85,86.92,5.61,4.15,75,2016-03-24T16:05:17.00982,2016-10-01T00:03:38.01839,True,81
December,2016-06-30,IDR,1.0,2727817000000.0,181770502000000.0,6286910000000.0,188057412000000.0,153842563000000.0,0.0,0.0,153842563000000.0,9584643365.0,34214849000000.0,22420658000000.0,13648234000000.0,3281534000000.0,2393305000000.0,0.0,-11099973000000.0,-11099973000000.0,361.8801,3.0,4.5,0.0127,0.0699,0.11,0.15,-9.33,27.8,-14.43,-19.61,76,2016-03-24T16:05:17.07232,2016-10-01T00:03:38.04964,True,82
December,2015-12-31,IDR,1.0,41092000000.0,6080400000000.0,487876000000.0,6568279000000.0,5974020000000.0,179050000000.0,0.0,6153073000000.0,10755117153.0,415206000000.0,320219000000.0,-8757000000.0,-265949000000.0,-220940000000.0,0.0,-2384000000.0,-2384000000.0,-30.7908,28.89,14.82,-0.0448,-0.7095,-0.69,-0.83,-66.47,63.65,-51.51,-48.42,77,2016-03-24T16:05:17.16607,2016-10-01T00:03:38.096515,True,83
December,2016-06-30,IDR,1.0,708957946688.0,1652417833617.0,2959538319884.0,4611956153501.0,390678231329.0,1328614895731.0,0.0,1719293127060.0,9647311150.0,2892663026441.0,443684233758.0,318893511338.0,64662927099.0,64567740193.0,0.0,-229982347898.0,-229982347898.0,45.065,336.65,0.59,0.0187,0.0298,0.15,0.15,6.93,37.62,9.14,9.8,78,2016-03-24T16:05:17.22857,2016-10-01T00:03:38.14339,True,84
December,2016-06-30,IDR,1.0,777233000000.0,10857004000000.0,913410000000.0,11770414000000.0,7751311000000.0,0.0,0.0,7751311000000.0,1565959562.0,4019103000000.0,2830617000000.0,835494000000.0,835494000000.0,650288000000.0,0.0,-28431000000.0,-28431000000.0,426.4252,2.0,1.93,0.0552,0.1618,0.23,0.3,13.29,12.61,8.08,8.64,79,2016-03-24T16:05:17.306695,2016-10-01T00:03:38.190265,True,85
December,2016-06-30,IDR,1.0,36493000000.0,1956311000000.0,18105000000.0,1974416000000.0,1763954000000.0,0.0,0.0,1763954000000.0,3516090000.0,210462000000.0,204345000000.0,91814000000.0,7396000000.0,4939000000.0,0.0,-159756000000.0,-159756000000.0,2.917,93.46,8.38,0.0025,0.0235,0.02,0.04,100.0,100.0,100.0,100.0,528,2016-07-01T00:01:18.130195,2016-10-01T00:03:38.23714,True,930
December,2016-06-30,IDR,1.0,2922668000000.0,19108117000000.0,31944556000000.0,51052673000000.0,13832645000000.0,15776889000000.0,0.0,29609534000000.0,38899184107.0,21443139000000.0,9534557000000.0,3992907000000.0,-917488000000.0,-1047900000000.0,0.0,-1404268000000.0,-1404268000000.0,22.9315,611.76,1.38,-0.0274,-0.0652,-0.11,-0.1,-2.81,175.81,8.44,10.43,80,2016-03-24T16:05:17.38482,2016-10-01T00:03:38.29964,True,86
December,2016-06-30,IDR,1.0,243901544962.0,1729579712084.0,458415159016.0,2187994871100.0,553085828602.0,1000013095807.0,0.0,1553098924409.0,592324228.0,634895946691.0,754310353130.0,310328430414.0,176310448115.0,42108010629.0,0.0,701093587.0,701093587.0,-94.5308,1.0,2.45,0.0257,0.0884,0.06,0.23,-68.37,311.25,60.32,-0.69,81,2016-03-24T16:05:17.494195,2016-10-01T00:03:38.346515,True,87
December,2016-06-30,IDR,1.0,29450156352.0,85469236255.0,18011797097.0,103481033352.0,95305805048.0,210270730654.0,0.0,305576535702.0,86000000.0,-202095502350.0,179062269287.0,57504588743.0,20630326104.0,-8176533093.0,0.0,38624673.0,38624673.0,27.5177,-363.7,-1.51,-0.1054,0.0539,-0.05,0.12,-30.35,192.28,-31.13,-57.23,82,2016-03-24T16:05:17.54107,2016-10-01T00:03:38.377765,True,88
December,2016-06-30,IDR,1.0,14228000000.0,2102707000000.0,5308000000.0,2108015000000.0,1802179000000.0,0.0,0.0,1802179000000.0,2100000000.0,305836000000.0,165156000000.0,52630000000.0,10584000000.0,7875000000.0,0.0,-185348000000.0,-185348000000.0,11.4943,158.01,5.89,0.005,0.0343,0.05,0.06,10.72,65.66,6.44,6.26,83,2016-03-24T16:05:17.60357,2016-10-01T00:03:38.42464,True,89
December,2016-06-30,USD,14657.0,816426.0,150075162.0,1285220093.0,1435295255.0,580131087.0,394936368.0,0.0,975067455.0,36508170014.0,460227800.0,8197606.0,-1786300.0,322223.0,2743833.0,0.0,2693004.0,2693004.0,-1.3661,150.96,2.12,0.0025,0.0079,0.33,0.04,-17091.38,272.33,0.21,7.39,84,2016-03-24T16:05:17.650445,2016-10-01T00:03:38.45589,True,90
December,2016-06-30,IDR,1.0,41255235795.0,61926604977.0,1147298143009.0,1209224747986.0,78138523948.0,85005234448.0,0.0,163143758396.0,4669648436.0,1046080989590.0,83830417665.0,51380408589.0,32136440745.0,107940855741.0,0.0,-35383165915.0,-35383165915.0,6.5274,246.66,0.16,0.119,0.1376,1.29,0.38,4.66,30.31,62.33,67.82,85,2016-03-24T16:05:17.712945,2016-10-01T00:03:38.502765,True,91
December,2016-06-30,IDR,1.0,248723938261.0,547280678563.0,6239661490042.0,6786942168605.0,1144747269094.0,1517860973917.0,0.0,2662608243012.0,2502100000.0,4124333925593.0,4035288025496.0,1231977246125.0,881277624200.0,625423393637.0,0.0,-557380000000.0,-557380000000.0,183.0247,1.0,0.65,0.1229,0.2022,0.15,0.22,-7.91,-93.91,6.15,0.33,86,2016-03-24T16:05:17.775445,2016-10-01T00:03:38.61214,True,92
December,2016-06-30,IDR,1.0,126324000000.0,1639574000000.0,368862000000.0,2008436000000.0,221685000000.0,48792000000.0,0.0,270477000000.0,3000000000.0,1737758000000.0,228040000000.0,376278000000.0,228040000000.0,187687000000.0,0.0,-16708000000.0,-16708000000.0,1.0,8.0,0.16,0.1246,0.144,0.82,1.0,100.0,100.0,100.0,100.0,87,2016-03-24T16:05:17.837945,2016-10-01T00:03:38.64339,True,93
December,2016-06-30,IDR,1.0,2402588000000.0,85750555000000.0,2946875000000.0,88697430000000.0,76068471000000.0,0.0,0.0,76068471000000.0,9696291166.0,7757218000000.0,10084451000000.0,4976242000000.0,1811297000000.0,1377109000000.0,0.0,2860103000000.0,2860103000000.0,176.2787,963.81,9.81,0.0155,0.1775,0.14,0.18,7.39,32.1,1.3,-1.8,88,2016-03-24T16:05:17.900445,2016-10-01T00:03:38.70589,True,94
December,2016-03-31,IDR,1.0,2112006000000.0,42248829000000.0,554802000000.0,42803631000000.0,36508170000000.0,0.0,0.0,36508170000000.0,14917684982.0,6295461000000.0,4703655000000.0,3123945000000.0,1196899000000.0,884503000000.0,0.0,-106662000000.0,-106662000000.0,83.8838,399.69,5.8,0.0207,0.1405,0.19,0.25,9.67,17.7,6.76,8.47,89,2016-03-24T16:05:17.97857,2016-10-01T00:03:38.73714,True,95
December,2016-06-30,IDR,1.0,6422398105.0,222961879437.0,575058814293.0,798020693729.0,129753770751.0,83187809906.0,0.0,212941580657.0,6830992252.0,585079113072.0,52834383156.0,19945054529.0,-8978760536.0,-12763915790.0,0.0,-17049914699.0,-17049914699.0,-2.7094,82.49,0.36,-0.0213,-0.0291,-0.24,-0.17,-4.32,7.72,-1.07,7.51,90,2016-03-24T16:05:18.07232,2016-10-01T00:03:38.79964,True,96
December,2016-06-30,IDR,1.0,274736053733.0,3719328821934.0,6398136560899.0,10117465382833.0,3311511465075.0,671969438181.0,0.0,3983480903256.0,31396905010.0,6133984479578.0,398184099690.0,169236999615.0,-54341003895.0,-125517177609.0,0.0,-943307866.0,-943307866.0,2.956,192.44,0.65,-0.0165,-0.0273,-0.32,-0.14,-11.84,234.41,8.38,10.7,91,2016-03-24T16:05:18.13482,2016-10-01T00:03:38.846515,True,97
December,2016-06-30,IDR,1.0,45432000000.0,25455388000000.0,302261000000.0,25757649000000.0,23333465000000.0,0.0,0.0,23333465000000.0,8757145997.0,2424184000000.0,2040582000000.0,689251000000.0,205273000000.0,156046000000.0,0.0,-210407000000.0,-210407000000.0,-26.2241,263.71,9.63,0.0061,0.0644,0.08,0.1,11.24,125.78,7.15,7.88,92,2016-03-24T16:05:18.206109,2016-10-01T00:03:38.92464,True,98
December,2015-12-31,USD,14657.0,12210000.0,57801000.0,602769000.0,660570000.0,2013318000.0,1659580000.0,0.0,1659580000.0,11550831470.0,1860898000.0,207216000.0,54313000.0,-27588000.0,-27589000.0,0.0,2851000.0,2851000.0,109.9796,21.62,0.89,-0.0557,-0.0198,-0.13,-0.13,-24.58,121.39,-580.29,-2793.21,93,2016-03-24T16:05:18.272515,2016-10-01T00:03:38.971515,True,99
December,2016-03-31,IDR,1.0,28285682012.0,106018872442.0,556331173543.0,662350045985.0,169578981880.0,4909575099.0,0.0,174488556979.0,727200.0,487861489006.0,286517399674.0,170858105783.0,-31441950657.0,-31337092675.0,0.0,-105253646655.0,-105253646655.0,-194.9233,1.0,0.36,-0.0631,-0.0856,-0.11,-0.11,38.63,26.03,22.35,60.32,94,2016-03-24T16:05:18.35357,2016-10-01T00:03:39.01839,True,100
December,2016-06-30,IDR,1.0,57258534000.0,4918728321000.0,191811685000.0,5110540006000.0,4464952901000.0,0.0,0.0,4464952901000.0,3851000000.0,645587105000.0,357149997000.0,118902340000.0,27738094000.0,20622977000.0,0.0,92997972000.0,92997972000.0,16.9425,229.67,6.92,0.0054,0.0426,0.06,0.08,11.85,69.42,99.91,3.06,95,2016-03-24T16:05:18.407281,2016-10-01T00:03:39.08089,True,101
December,2016-06-30,IDR,1.0,25109124000000.0,882259280000000.0,27804129000000.0,910063409000000.0,736798705000000.0,0.0,0.0,736798705000000.0,23333333333.0,119491841000000.0,71570127000000.0,45363103000000.0,26338972000000.0,20334968000000.0,0.0,1764709000000.0,1764709000000.0,606.8896,6.0,6.17,0.0223,0.1702,0.28,0.37,4.94,-40.17,5.91,2.08,96,2016-03-24T16:05:18.485406,2016-10-01T00:03:39.127765,True,102
December,2016-06-30,IDR,1.0,50856031651.0,455094299972.0,48662732424.0,503757032396.0,304345936558.0,32397910286.0,0.0,336743846844.0,1159200024.0,167013185553.0,1638792258825.0,82934465331.0,128544536.0,-9706787294.0,0.0,137472166.0,137472166.0,-59.4623,114.02,2.02,-0.0257,-0.0775,-0.01,0.0,4.54,74.49,15.07,29.04,97,2016-03-24T16:05:18.594781,2016-10-01T00:03:39.190265,True,103
December,2016-06-30,IDR,1.0,894600000000.0,10461555000000.0,16118565000000.0,26580120000000.0,2985013000000.0,8457759000000.0,0.0,11442772000000.0,14198613922.0,15137348000000.0,8204736000000.0,3233388000000.0,285224000000.0,-128660000000.0,0.0,-895108000000.0,-895108000000.0,84.7331,1.0,0.76,-0.0065,-0.0113,-0.02,0.03,-1.18,67.62,0.54,5.29,98,2016-03-24T16:05:18.641656,2016-10-01T00:03:39.23714,True,104
December,2016-06-30,IDR,1.0,46353862998.0,5877441117764.0,158488516811.0,6035929634575.0,5405316361897.0,0.0,0.0,5405316361897.0,2310000000.0,630613272678.0,485063981610.0,191780710213.0,54804622920.0,41432764988.0,0.0,-29651120360.0,-29651120360.0,29.4014,542.64,8.57,0.0092,0.0876,0.09,0.11,12.16,26.92,19.4,12.9,99,2016-03-24T16:05:18.735406,2016-10-01T00:03:39.284015,True,105
